index,season,iso,city,composer,db,dd,nat,mf,work,worknat,type,start date,performances,production
7093,1314,de,Hamburg,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20140109,3,
7094,1314,de,Hamburg,"Wagner,Richard",18130522,18830213,de,m,Lohengrin,de,~,20131222,4,
7095,1314,de,Hamburg,"Wagner,Richard",18130522,18830213,de,m,Tristan und Isolde,de,~,20130830,3,
7096,1314,de,Hamburg,Weber,1786,1826,de,m,Der Freischutz,de,~,20140213,3,
7097,1314,de,Hameln,Britten,19131122,19761204,uk,m,Peter Grimes,uk,~,20140509,1,
7098,1314,de,Hameln,Lehar,1870,1948,hu,m,Der Zarewitsch,hu,~L,20140423,1,
7099,1314,de,Hameln,"Strauss,J",1825,1899,at,m,Eine Nacht in Venedig,at,~L,20131226,1,
7100,1314,de,Hameln,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20131027,1,
7101,1314,de,Hannover,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20130929,5,
7102,1314,de,Hannover,Britten,19131122,19761204,uk,m,A Midsummer Night's Dream,uk,~,20140329,11,!
7103,1314,de,Hannover,Gassmann,1729,1774,at,m,L'opera seria,,~,20130824,3,
7104,1314,de,Hannover,Gretry,1741,1813,fr,m,Zemire et Azor,,~,20140313,10,!
7105,1314,de,Hannover,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131203,9,
7106,1314,de,Hannover,Kampe,1976,,de,m,"Kannst du pfeifen, Johanna?",de,~,20140514,8,!
7107,1314,de,Hannover,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20140110,14,!
7108,1314,de,Hannover,Mascagni,1863,1945,it,m,Cavalleria rusticana,it,~B,20140110,14,!
7109,1314,de,Hannover,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20140115,4,
7110,1314,de,Hannover,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20140215,6,
7111,1314,de,Hannover,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20140517,9,!
7112,1314,de,Hannover,Puccini,18581222,19241129,it,m,La boheme,it,~,20131117,6,
7113,1314,de,Hannover,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20140706,4,
7114,1314,de,Hannover,Rameau,16830925,17640912,fr,m,Castor et Pollux,fr,~,20140628,5,!
7115,1314,de,Hannover,"Tchaikovsky,P",1840,1893,ru,m,Eugene Onegin,ru,~,20140530,3,
7116,1314,de,Hannover,Verdi,18131010,19010127,it,m,Don Carlos,it,~,20140124,3,
7117,1314,de,Hannover,Verdi,18131010,19010127,it,m,Falstaff,it,~,20131201,1,
7118,1314,de,Hannover,Verdi,18131010,19010127,it,m,La traviata,it,~,20140302,5,
7119,1314,de,Hannover,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20130917,5,
7120,1314,de,Hannover,Verdi,18131010,19010127,it,m,Un ballo in maschera,it,~,20130914,13,!
7121,1314,de,Hannover,"Wagner,Richard",18130522,18830213,de,m,Die Meistersinger von Nurnberg,de,~,20131013,6,
7122,1314,de,Hannover,Weill,1900,1950,de,m,Street Scene,deus,~,20131030,11,!
7123,1314,de,Heidelberg,Glass,1937,,us,m,Akhnaten,us,~,20140606,7,!
7124,1314,de,Heidelberg,Jost,19631017,,de,m,Rumor,de,~,20140321,6,
7125,1314,de,Heidelberg,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20140510,6,!
7126,1314,de,Heidelberg,Mozart,17560127,17911205,at,m,Die Entfuhrung aus dem Serail,de,~,20130924,5,
7127,1314,de,Heidelberg,Puccini,18581222,19241129,it,m,Tosca,it,~,20130914,17,!
7128,1314,de,Heidelberg,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131022,5,
7129,1314,de,Heidelberg,Traetta,17270330,17790406,it,m,Ifigenia in Tauride,,~,20131215,10,
7130,1314,de,Heidelberg,Verdi,18131010,19010127,it,m,Un ballo in maschera,it,~,20140123,12,
7131,1314,de,Heidenheim,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20140704,9,
7132,1314,de,Heidenheim,Mascagni,1863,1945,it,m,Cavalleria rusticana,it,~B,20140704,9,
7133,1314,de,Heidenheim,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20131207,1,c
7134,1314,de,Heilbronn,Poulenc,18990107,19630130,fr,m,Dialogues des Carmelites,fr,~,20131006,4,
7135,1314,de,Heilbronn,Verdi,18131010,19010127,it,m,Otello,it,~,20140403,9,
7136,1314,de,Hellerau,"Zimmermann,U",1943,,de,m,Weisse Rose,de,~,20131005,1,c
7137,1314,de,Hildesheim,Beethoven,1770,1827,de,m,Fidelio,de,~,20140517,7,!
7138,1314,de,Hildesheim,Britten,19131122,19761204,uk,m,Noye's Fludde,uk,~C,20131019,5,!
7139,1314,de,Hildesheim,Britten,19131122,19761204,uk,m,Peter Grimes,uk,~,20131109,9,!
7140,1314,de,Hildesheim,Gluck,1714,1787,de,m,Iphigenie en Aulide,,~,20140125,2,c
7141,1314,de,Hildesheim,Lehar,1870,1948,hu,m,Der Zarewitsch,hu,~L,20140322,7,!
7142,1314,de,Hildesheim,"Strauss,J",1825,1899,at,m,Eine Nacht in Venedig,at,~L,20131001,6,
7143,1314,de,Hildesheim,Verdi,18131010,19010127,it,m,Falstaff,it,~,20130921,10,!
7144,1314,de,Hildesheim,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20131003,5,
7145,1314,de,Hof,Bibalo,19220118,20080620,it,m,Froken Julie,itno,~,20140427,5,
7146,1314,de,Hof,Lincke,18661107,19460903,de,m,Frau Luna,de,~,20131220,22,!
7147,1314,de,Hof,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20140613,10,!
7148,1314,de,Hof,Verdi,18131010,19010127,it,m,Aida,it,~,20130920,13,!
7149,1314,de,Hof,Weill,1900,1950,de,m,Aufstieg und Fall der Stadt Mahagonny,deus,~,20140314,10,
7150,1314,de,Hoyerswerda,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20131024,1,
7151,1314,de,Itzehoe,Britten,19131122,19761204,uk,m,A Midsummer Night's Dream,uk,~,20140517,1,
7152,1314,de,Itzehoe,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20140308,1,
7153,1314,de,Itzehoe,"Strauss,J",1825,1899,at,m,Eine Nacht in Venedig,at,~L,20131117,1,
7154,1314,de,Kaiserslautern,Donizetti,17971129,18480408,it,m,Le convenienze ed inconvenienze teatrali,it,~B,20131221,10,!
7155,1314,de,Kaiserslautern,Gluck,1714,1787,de,m,Iphigenie en Aulide,,~,20140222,8,!
7156,1314,de,Kaiserslautern,Kerger,19570209,,lu,m,Ein Mond aus kochender Milch,lu,~,20131102,6,
7157,1314,de,Kaiserslautern,Kunneke,1885,1953,de,m,Der Vetter aus Dingsda,de,~L,20131026,12,!
7158,1314,de,Kaiserslautern,Lortzing,18011023,18510121,de,m,Regina,de,~,20130921,8,!
7159,1314,de,Kaiserslautern,Puccini,18581222,19241129,it,m,Manon Lescaut,it,~,20140517,8,!
7160,1314,de,Kaiserslautern,Shostakovich,1906,1975,ru,m,Lady Macbeth of Mtsensk,ru,~,20140406,7,!
7161,1314,de,Kaiserslautern,Vaage,1961,,no,m,Nokon kjem til a komme,no,~,20131102,6,
7162,1314,de,Karlsruhe,Adams,19470215,,us,m,Doctor Atomic,us,~,20140125,9,!
7163,1314,de,Karlsruhe,Britten,19131122,19761204,uk,m,Peter Grimes,uk,~,20130915,7,
7164,1314,de,Karlsruhe,Donizetti,17971129,18480408,it,m,La Fille du regiment,it,~,20131003,7,
7165,1314,de,Karlsruhe,Handel,1685,1759,uk,m,Riccardo Primo,,~,20140221,5,!
7166,1314,de,Karlsruhe,Handel,1685,1759,uk,m,Rinaldo,,~,20140301,1,
7167,1314,de,Karlsruhe,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131208,4,
7168,1314,de,Karlsruhe,Knussen,19520612,,uk,m,Where the Wild Things Are,uk,~BC,20140223,8,!
7169,1314,de,Karlsruhe,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20140112,6,
7170,1314,de,Karlsruhe,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20130921,6,
7171,1314,de,Karlsruhe,Musorgsky,1839,1881,ru,m,Boris Godunov,ru,~,20140719,3,!
7172,1314,de,Karlsruhe,Ravel,1875,1937,fr,m,L'Enfant et les sortileges,fr,~BC,20140614,8,!
7173,1314,de,Karlsruhe,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131214,20,!
7174,1314,de,Karlsruhe,Stravinsky,1882,1971,ru,m,Le Rossignol,ru,~B,20140614,8,!
7175,1314,de,Karlsruhe,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20131103,3,
7176,1314,de,Karlsruhe,Verdi,18131010,19010127,it,m,Un ballo in maschera,it,~,20131012,15,!
7177,1314,de,Karlsruhe,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20131027,6,
7178,1314,de,Karlsruhe,"Wagner,Richard",18130522,18830213,de,m,Die Meistersinger von Nurnberg,de,~,20140427,7,!
7179,1314,de,Karlsruhe,"Wagner,Richard",18130522,18830213,de,m,Tannhauser,de,~,20140209,3,
7180,1314,de,Karlsruhe,Weinberg,1919,1996,pl,m,Die Passagierin,pl,~,20140321,5,
7181,1314,de,Kassel,Britten,19131122,19761204,uk,m,The Turn of the Screw,uk,~B,20131004,4,
7182,1314,de,Kassel,Handel,1685,1759,uk,m,Saul,,~O,20131214,13,!
7183,1314,de,Kassel,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131220,5,
7184,1314,de,Kassel,Krenek,1900,1991,at,m,Der Diktator,at,~,20140711,6,!
7185,1314,de,Kassel,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20140207,7,
7186,1314,de,Kassel,Poulenc,18990107,19630130,fr,m,La Voix humaine,fr,~B,20140301,10,!
7187,1314,de,Kassel,Puccini,18581222,19241129,it,m,La boheme,it,~,20130927,8,
7188,1314,de,Kassel,Puccini,18581222,19241129,it,m,Tosca,it,~,20130921,15,!
7189,1314,de,Kassel,Saint-Saens,1835,1921,fr,m,Samson et Dalila,fr,~,20131012,6,c
7190,1314,de,Kassel,Satie,1866,1925,fr,m,Genevieve de Brabant,fr,~,20140711,1,!
7191,1314,de,Kassel,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131102,19,!
7192,1314,de,Kassel,"Strauss,R",1864,1949,de,m,Die Frau ohne Schatten,de,~,20140524,7,!
7193,1314,de,Kassel,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20140705,3,!
7194,1314,de,Kiel,Giordano,1876,1948,it,m,Andrea Chenier,it,~,20140529,3,c
7195,1314,de,Kiel,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20130906,6,
7196,1314,de,Kiel,Janacek,1854,1928,cz,m,Jenufa,cz,~,20130928,12,!
7197,1314,de,Kiel,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20131221,3,
7198,1314,de,Kiel,Nicolai,1810,1849,de,m,Die lustigen Weiber von Windsor,de,~,20140315,11,!
7199,1314,de,Kiel,Offenbach,1819,1880,fr,m,Orphee aux enfers,frde,~L,20131109,13,!
7200,1314,de,Kiel,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20131214,13,!
7201,1314,de,Kiel,"Strauss,R",1864,1949,de,m,Ariadne auf Naxos,de,~,20140510,8,!
7202,1314,de,Kiel,Verdi,18131010,19010127,it,m,La traviata,it,~,20130914,6,
7203,1314,de,Kiel,"Wagner,Richard",18130522,18830213,de,m,Tristan und Isolde,de,~,20140125,8,!
7204,1314,de,Koblenz,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20131205,5,
7205,1314,de,Koblenz,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20140524,10,!
7206,1314,de,Koblenz,Smetana,1824,1884,cz,m,Prodana nevesta,cz,~,20140118,12,!
7207,1314,de,Koblenz,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131102,17,!
7208,1314,de,Koblenz,"Strauss,R",1864,1949,de,m,Salome,de,~,20140322,11,!
7209,1314,de,Koblenz,Weber,1786,1826,de,m,Abu Hassan,de,~,20140308,14,
7210,1314,de,Koblenz,Weber,1786,1826,de,m,Der Freischutz,de,~,20130921,12,!
7211,1314,de,Konstanz,Paisiello,1740,1816,it,m,Nina,,~,20140813,5,!
7212,1314,de,Krefeld,Johnson,19391118,,us,m,The Four Note Opera,us,~B,20131115,1,
7213,1314,de,Krefeld,Lehar,1870,1948,hu,m,Das Land des Lachelns,hu,~L,20131004,5,
7214,1314,de,Krefeld,Massenet,1842,1912,fr,m,Manon,fr,~,20140301,11,
7215,1314,de,Krefeld,Massenet,1842,1912,fr,m,Manon,fr,~,20140730,1,
7216,1314,de,Krefeld,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20140510,9,
7217,1314,de,Krefeld,Nicolai,1810,1849,de,m,Die lustigen Weiber von Windsor,de,~,20131013,10,
7218,1314,de,Krefeld,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131130,6,
7219,1314,de,Köln,Berg,18850209,19351224,at,m,Wozzeck,at,~,20130929,5,
7220,1314,de,Köln,Donizetti,17971129,18480408,it,m,L'elisir d'amore,it,~,20140622,8,!
7221,1314,de,Köln,Glass,1937,,us,m,Les Enfants Terribles,us,~,20140625,1,!
7222,1314,de,Köln,Handel,1685,1759,uk,m,Alcina,,~,20131026,7,
7223,1314,de,Köln,Handel,1685,1759,uk,m,Tamerlano,,~,20140504,1,c
7224,1314,de,Köln,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131215,10,
7225,1314,de,Köln,Langemann,1983,,de,m,Musik,de,~,20131207,4,P
7226,1314,de,Köln,Lange,1968,,de,m,Schneewittchen,de,~C,20140313,7,
7227,1314,de,Köln,Montsalvatge,19120311,20020507,es,m,El gato con botas,es,~C,20140426,12,!
7228,1314,de,Köln,Offenbach,1819,1880,fr,m,Orphee aux enfers,frde,~L,20140117,6,
7229,1314,de,Köln,Puccini,18581222,19241129,it,m,Tosca,it,~,20130915,6,
7230,1314,de,Köln,Rihm,1952,,de,m,Jakob Lenz,de,~,20140322,6,!
7231,1314,de,Köln,Saint-Saens,1835,1921,fr,m,Samson et Dalila,fr,~,20140316,4,
7232,1314,de,Köln,Schubert,1797,1828,at,m,Winterreise,at,~,20140404,1,
7233,1314,de,Köln,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131229,4,c
7234,1314,de,Köln,Tarkmann,1956,,de,m,Rauber Hotzenplotz,de,~CY,20130914,17,
7235,1314,de,Köln,"Tchaikovsky,P",1840,1893,ru,m,Eugene Onegin,ru,~,20131020,7,!
7236,1314,de,Köln,Verdi,18131010,19010127,it,m,La forza del destino,it,~,20140118,4,
7237,1314,de,Köln,Verdi,18131010,19010127,it,m,Otello,it,~,20140518,6,!
7238,1314,de,Köln,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20131124,4,
7239,1314,de,Köln,Vinci,1690,1730,it,m,L'Artaserse,,~,20140309,1,c
7240,1314,de,Köln,Weber,1786,1826,de,m,Der Freischutz,de,~,20140412,6,!
7241,1314,de,Landshut,Bellini,18011103,18350923,it,m,Il pirata,it,~,20131206,6,
7242,1314,de,Landshut,Conradi,1645,16990522,de,m,Die schone und getreue Ariadne,de,~,20140425,5,
7243,1314,de,Landshut,"Kalman,E",18821024,19531030,hu,m,Grafin Mariza,hu,~L,20131011,14,
7244,1314,de,Landshut,Verdi,18131010,19010127,it,m,La traviata,it,~,20140619,5,
7245,1314,de,Landshut,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20130927,7,
7246,1314,de,Leipzig,Donizetti,17971129,18480408,it,m,Don Pasquale,it,~,20140208,5,!
7247,1314,de,Leipzig,Humperdinck,1854,1921,de,m,Dornroschen,de,~C,20131026,4,
7248,1314,de,Leipzig,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131205,4,
7249,1314,de,Leipzig,"Kalman,E",18821024,19531030,hu,m,Die Csardasfurstin,hu,~L,20131005,4,
7250,1314,de,Leipzig,Lehar,1870,1948,hu,m,Die lustige Witwe,hu,~L,20140322,16,!
7251,1314,de,Leipzig,Lincke,18661107,19460903,de,m,Frau Luna,de,~,20131031,8,
7252,1314,de,Leipzig,Lortzing,18011023,18510121,de,m,Der Waffenschmied,de,~,20140524,4,
7253,1314,de,Leipzig,Lortzing,18011023,18510121,de,m,Der Wildschutz,de,~,20131109,4,
7254,1314,de,Leipzig,Mozart,17560127,17911205,at,m,Die Zauberflote (reduction),it,~C,20131029,5,
7255,1314,de,Leipzig,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20131006,5,
7256,1314,de,Leipzig,Puccini,18581222,19241129,it,m,La boheme,it,~,20131220,2,
7257,1314,de,Leipzig,Puccini,18581222,19241129,it,m,Manon Lescaut,it,~,20140222,4,
7258,1314,de,Leipzig,Puccini,18581222,19241129,it,m,Tosca,it,~,20131019,5,
7259,1314,de,Leipzig,"Strauss,J",1825,1899,at,m,Die Fledermaus,at,~L,20131123,4,
7260,1314,de,Leipzig,"Strauss,R",1864,1949,de,m,Der Rosenkavalier,de,~,20140215,4,
7261,1314,de,Leipzig,"Strauss,R",1864,1949,de,m,Die Frau ohne Schatten,de,~,20140614,4,!
7262,1314,de,Leipzig,"Strauss,R",1864,1949,de,m,Elektra,de,~,20140112,4,
7263,1314,de,Leipzig,Stravinsky,1882,1971,ru,m,The Rake's Progress,ru,~,20140406,5,!
7264,1314,de,Leipzig,Valtinoni,1959,,it,m,Pinocchio,it,~C,20131211,5,
7265,1314,de,Leipzig,Verdi,18131010,19010127,it,m,La traviata,it,~,20131102,6,
7266,1314,de,Leipzig,Verdi,18131010,19010127,it,m,Nabucco,it,~,20131018,4,
7267,1314,de,Leipzig,Verdi,18131010,19010127,it,m,Requiem,it,~O,20140629,1,
7268,1314,de,Leipzig,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20131010,5,
7269,1314,de,Leipzig,"Wagner,Richard",18130522,18830213,de,m,Das Liebesverbot,de,~,20130929,5,!
7270,1314,de,Leipzig,"Wagner,Richard",18130522,18830213,de,m,Das Rheingold,de,~,20130922,2,
7271,1314,de,Leipzig,"Wagner,Richard",18130522,18830213,de,m,Der Ring (reduction),de,~,20140208,8,
7272,1314,de,Leipzig,"Wagner,Richard",18130522,18830213,de,m,Die Feen,de,~,20140420,5,
7273,1314,de,Leipzig,"Wagner,Richard",18130522,18830213,de,m,Die Walkure,de,~,20131207,4,!
7274,1314,de,Leipzig,"Wagner,Richard",18130522,18830213,de,m,Parsifal,de,~,20140330,2,
7275,1314,de,Leverkusen,Gluck,1714,1787,de,m,La clemenza di Tito,,~,20131103,1,c
7276,1314,de,Leverkusen,Handel,1685,1759,uk,m,Serse,,~,20130921,1,
7277,1314,de,Leverkusen,Offenbach,1819,1880,fr,m,Les contes d'Hoffmann,frde,~,20140524,1,
7278,1314,de,Leverkusen,Pergolesi,1710,1736,it,m,La serva padrona,it,~B,20140425,2,
7279,1314,de,Leverkusen,"Scarlatti,D",16851026,17570723,it,m,La Dirindina,,~B,20140425,2,
7280,1314,de,Lubeck,Antheil,19000708,19590212,us,m,The Brothers,us,~,20140605,4,!
7281,1314,de,Lubeck,Antheil,19000708,19590212,us,m,Venus in Africa,us,~,20140605,4,!
7282,1314,de,Lubeck,Gluck,1714,1787,de,m,Armide,,~,20140228,7,!
7283,1314,de,Lubeck,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131214,3,
7284,1314,de,Lubeck,Lehar,1870,1948,hu,m,Das Land des Lachelns,hu,~L,20131213,4,
7285,1314,de,Lubeck,Lortzing,18011023,18510121,de,m,Der Wildschutz,de,~,20140117,10,!
7286,1314,de,Lubeck,Massenet,1842,1912,fr,m,Thais,fr,~,20131018,7,
7287,1314,de,Lubeck,Mozart,17560127,17911205,at,m,Idomeneo re di Creta,it,~,20130913,4,
7288,1314,de,Lubeck,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20140321,5,
7289,1314,de,Lubeck,Rossini,17920229,18681113,it,m,La cenerentola,it,~,20140530,4,!
7290,1314,de,Lubeck,Verdi,18131010,19010127,it,m,Don Carlos,it,~,20131108,11,!
7291,1314,de,Lubeck,Verdi,18131010,19010127,it,m,Rigoletto (reduction),it,~P,20131109,12,!
7292,1314,de,Lubeck,"Wagner,Richard",18130522,18830213,de,m,Siegfried,de,~,20130922,4,
7293,1314,de,Lubeck,"Wagner,Richard",18130522,18830213,de,m,Tristan und Isolde,de,~,20131006,12,!
7294,1314,de,Lubeck,Zemlinsky,1871,1942,at,m,Der Zwerg,at,~B,20140418,7,!
7295,1314,de,Lubeck,Zemlinsky,1871,1942,at,m,Eine florentinische Tragodie,at,~B,20140418,7,!
7296,1314,de,Luneburg,Donizetti,17971129,18480408,it,m,Lucia di Lammermoor,it,~,20130929,12,!
7297,1314,de,Luneburg,Hilsberg,19750726,,de,f,Max und Moritz,de,~C,20140119,7,!
7298,1314,de,Luneburg,Lortzing,18011023,18510121,de,m,Zar und Zimmermann,de,~,20131003,11,
7299,1314,de,Luneburg,Massenet,1842,1912,fr,m,Werther,fr,~,20131212,7,!
7300,1314,de,Luneburg,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20140628,2,!
7301,1314,de,Luneburg,Orff,1895,1982,de,m,Carmina Burana,de,~,20140308,11,!
7302,1314,de,Lutherstadt Eisleben,Lincke,18661107,19460903,de,m,Frau Luna,de,~,20131116,1,
7303,1314,de,Lutherstadt Eisleben,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20140125,1,
7304,1314,de,Magdeburg,Handel,1685,1759,uk,m,Ottone,,~,20140315,4,!
7305,1314,de,Magdeburg,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131208,4,
7306,1314,de,Magdeburg,Kunneke,1885,1953,de,m,Der Vetter aus Dingsda,de,~L,20131116,10,!
7307,1314,de,Magdeburg,Millocker,18420429,18991231,at,m,Der Bettelstudent,at,~L,20140503,4,!
7308,1314,de,Magdeburg,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20131130,3,
7309,1314,de,Magdeburg,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20130922,2,
7310,1314,de,Magdeburg,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20130914,8,!
7311,1314,de,Magdeburg,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20121207,2,
7312,1314,de,Magdeburg,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20140125,6,!
7313,1314,de,Magdeburg,"Strauss,R",1864,1949,de,m,Der Rosenkavalier,de,~,20140222,8,!
7314,1314,de,Magdeburg,Stravinsky,1882,1971,ru,m,L'histoire du Soldat,ru,~,20140322,5,!
7315,1314,de,Magdeburg,Verdi,18131010,19010127,it,m,Macbeth,it,~,20131102,8,!
7316,1314,de,Magdeburg,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20131010,1,!
7317,1314,de,Mainz,Boito,18420224,19180610,it,m,Mefistofele,it,~,20130906,11,!
7318,1314,de,Mainz,Handel,1685,1759,uk,m,Rinaldo,,~,20131031,9,!
7319,1314,de,Mainz,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20140322,8,!
7320,1314,de,Mainz,"Tchaikovsky,P",1840,1893,ru,m,Eugene Onegin,ru,~,20131110,5,
7321,1314,de,Mainz,Verdi,18131010,19010127,it,m,La traviata,it,~,20140111,15,!
7322,1314,de,Mainz,Verdi,18131010,19010127,it,m,Macbeth,it,~,20130919,9,
7323,1314,de,Mainz,Weill,1900,1950,de,m,Lady in the Dark,deus,~,20140517,8,!
7324,1314,de,Mannheim,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20140726,1,
7325,1314,de,Mannheim,Britten,19131122,19761204,uk,m,The Turn of the Screw,uk,~B,20130920,8,
7326,1314,de,Mannheim,Holszky,19530630,,de,f,Bose Geister,dero,~,20140531,6,P
7327,1314,de,Mannheim,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20131123,7,
7328,1314,de,Mannheim,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20140209,5,
7329,1314,de,Mannheim,Mozart,17560127,17911205,at,m,"Mitridate, re di Ponto",it,~,20140713,3,!
7330,1314,de,Mannheim,Orff,1895,1982,de,m,Carmina Burana,de,~,20131122,7,c
7331,1314,de,Mannheim,Prokofiev,1891,1953,ru,m,The Love for Three Oranges,ru,~,20140214,12,!
7332,1314,de,Mannheim,Puccini,18581222,19241129,it,m,La boheme,it,~,20131124,3,
7333,1314,de,Mannheim,Puccini,18581222,19241129,it,m,La fanciulla del West,it,~,20140412,5,
7334,1314,de,Mannheim,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20131002,8,
7335,1314,de,Mannheim,Puccini,18581222,19241129,it,m,Tosca,it,~,20140328,5,
7336,1314,de,Mannheim,Purcell,1659,1695,uk,m,The Tempest,uk,~,20140118,4,
7337,1314,de,Mannheim,Rossini,17920229,18681113,it,m,La scala di seta,it,~B,20131107,8,
7338,1314,de,Mannheim,"Strauss,R",1864,1949,de,m,Der Rosenkavalier,de,~,20140507,4,
7339,1314,de,Mannheim,"Strauss,R",1864,1949,de,m,Elektra,de,~,20140314,4,
7340,1314,de,Mannheim,Verdi,18131010,19010127,it,m,Don Carlos,it,~,20131229,7,
7341,1314,de,Mannheim,Verdi,18131010,19010127,it,m,Falstaff,it,~,20131214,10,!
7342,1314,de,Mannheim,Verdi,18131010,19010127,it,m,La traviata,it,~,20140618,2,
7343,1314,de,Mannheim,Verdi,18131010,19010127,it,m,Simon Boccanegra,it,~,20130925,6,
7344,1314,de,Mannheim,Verdi,18131010,19010127,it,m,Stiffelio,it,~,20140329,7,!
7345,1314,de,Mannheim,"Wagner,Richard",18130522,18830213,de,m,Das Rheingold,de,~,20131103,2,
7346,1314,de,Mannheim,"Wagner,Richard",18130522,18830213,de,m,Parsifal,de,~,20140418,2,
7347,1314,de,Mannheim,Weber,1786,1826,de,m,Der Freischutz,de,~,20131025,13,!
7348,1314,de,Mannheim,Weinberg,1919,1996,pl,m,Der Idiot,pl,~,20140112,4,
7349,1314,de,Meiningen,Bellini,18011103,18350923,it,m,I puritani,it,~,20130915,7,
7350,1314,de,Meiningen,Gorb,1958,,uk,m,Anya 17,uk,~,20131128,5,P
7351,1314,de,Meiningen,Lehar,1870,1948,hu,m,Der Zarewitsch,hu,~L,20140124,8,!
7352,1314,de,Meiningen,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20140620,4,!
7353,1314,de,Meiningen,Millocker,18420429,18991231,at,m,Der Bettelstudent,at,~L,20130928,11,
7354,1314,de,Meiningen,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20140209,3,
7355,1314,de,Meiningen,Puccini,18581222,19241129,it,m,Gianni Schicchi,it,~B,20140620,4,!
7356,1314,de,Meiningen,"Strauss,R",1864,1949,de,m,Der Rosenkavalier,de,~,20140404,7,
7357,1314,de,Meiningen,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20131018,14,!
7358,1314,de,Meiningen,"Wagner,Richard",18130522,18830213,de,m,Tristan und Isolde,de,~,20131101,5,
7359,1314,de,Meißen,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20140209,1,
7360,1314,de,Meißen,"Strauss,R",1864,1949,de,m,Ariadne auf Naxos,de,~,20140412,1,
7361,1314,de,Monschau,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20140809,1,
