"","X","year_ceremony","category","film","winner","year","genre1","genre2","genre3","rating","gross","runtime"
"875","1089",2011,"INTERNATIONAL FEATURE FILM","In a Better World","True",2010,"Drama","Romance",NA,7.6,"1008098",118
"876","1090",2011,"INTERNATIONAL FEATURE FILM","Incendies","False",2010,"Drama","Mystery",NA,8.3,"6857096",131
"877","742",2011,"INTERNATIONAL FEATURE FILM","Outside the Law (Hors-la-loi)","False",NA,NA,NA,NA,NA,NA,NA
"878","1110",2011,"WRITING","127 Hours","False",2010,"Biography","Drama",NA,7.5,"18335230",94
"879","1111",2011,"WRITING","The Social Network","True",2010,"Biography","Drama",NA,7.8,"96962694",120
"880","1112",2011,"WRITING","Toy Story 3","False",2010,"Animation","Adventure","Comedy",8.3,"415004880",103
"881","1116",2011,"WRITING","Winter's Bone","False",2010,"Drama","Mystery",NA,7.1,"6531503",100
"882","1117",2011,"WRITING","The Fighter","False",2010,"Action","Biography","Drama",7.8,"93617009",116
"883","1118",2011,"WRITING","The Fighter","False",2009,"Action",NA,NA,4.5,NA,90
"884","1121",2011,"WRITING","Inception","False",2010,"Action","Adventure","Sci-Fi",8.8,"292576195",148
"885","1125",2011,"WRITING","The Kids Are All Right","False",2010,"Comedy","Drama","Romance",7,"20811365",106
"886","1126",2011,"WRITING","The King's Speech","True",2010,"Biography","Drama","History",8,"138797449",118
"887","196",2011,"WRITING","True Grit","False",2010,"Drama","Adventure","Western",NA,"3.8e+07",110
"888","197",2011,"WRITING","Another Year","False",2010,"Comedy","Drama",NA,NA,"8e+06",129
"889","1128",2012,"ANIMATED FEATURE FILM","A Cat in Paris","False",2010,"Animation","Adventure","Comedy",6.9,"309973",70
"890","1132",2012,"ANIMATED FEATURE FILM","Chico & Rita","False",2010,"Animation","Crime","Drama",7.2,"350524",94
"891","1135",2012,"ANIMATED FEATURE FILM","Kung Fu Panda 2","False",2011,"Animation","Action","Adventure",7.2,"165249063",90
"892","1140",2012,"ANIMATED FEATURE FILM","Puss in Boots","False",2011,"Animation","Adventure","Comedy",6.6,"149260504",90
"893","1146",2012,"ANIMATED FEATURE FILM","Rango","True",2011,"Animation","Action","Adventure",7.2,"123477607",107
"894","1152",2012,"BEST PICTURE","The Artist","True",2011,"Comedy","Drama","Romance",7.9,"44671682",100
"895","1153",2012,"BEST PICTURE","The Artist","True",2011,"Thriller",NA,NA,8.2,NA,100
"896","1154",2012,"BEST PICTURE","Extremely Loud & Incredibly Close","False",2011,"Adventure","Drama","Mystery",6.9,"31847881",129
"897","1156",2012,"BEST PICTURE","Hugo","False",2011,"Adventure","Drama","Family",7.5,"73864507",126
"898","1160",2012,"BEST PICTURE","Midnight in Paris","False",2011,"Comedy","Fantasy","Romance",7.7,"56816662",94
"899","1162",2012,"BEST PICTURE","Moneyball","False",2011,"Biography","Drama","Sport",7.6,"75605492",133
"900","1164",2012,"BEST PICTURE","The Tree of Life","False",2011,"Drama","Fantasy",NA,6.8,"13303319",139
"901","1165",2012,"BEST PICTURE","War Horse","False",2011,"Action","Adventure","Drama",7.2,"79884879",146
"902","2011",2012,"BEST PICTURE","The Descendants","False",2011,"Comedy","Drama",NA,NA,"2e+07",115
"903","2021",2012,"BEST PICTURE","The Help","False",2011,"Drama",NA,NA,NA,"2.5e+07",146
"904","1150",2012,"INTERNATIONAL FEATURE FILM","Bullhead","False",2011,"Crime","Drama",NA,7.3,"151840",129
"905","1151",2012,"INTERNATIONAL FEATURE FILM","In Darkness","False",2011,"Drama","War",NA,7.3,"1041455",145
"906","1981",2012,"INTERNATIONAL FEATURE FILM","Footnote","False",2011,"Comedy",NA,NA,NA,NA,102
"907","1991",2012,"INTERNATIONAL FEATURE FILM","Monsieur Lazhar","False",2011,"Drama","Comedy",NA,NA,NA,94
"908","200",2012,"INTERNATIONAL FEATURE FILM","A Separation","True",2011,"Drama",NA,NA,NA,"5e+06",123
"909","1169",2012,"WRITING","Hugo","False",2011,"Adventure","Drama","Family",7.5,"73864507",126
"910","1173",2012,"WRITING","The Ides of March","False",2011,"Drama","Thriller",NA,7.1,"40962534",101
"911","1174",2012,"WRITING","Moneyball","False",2011,"Biography","Drama","Sport",7.6,"75605492",133
"912","1176",2012,"WRITING","Tinker Tailor Soldier Spy","False",2011,"Drama","Mystery","Thriller",7,"24149393",127
"913","1178",2012,"WRITING","The Artist","False",2011,"Comedy","Drama","Romance",7.9,"44671682",100
"914","1179",2012,"WRITING","The Artist","False",2011,"Thriller",NA,NA,8.2,NA,100
"915","1180",2012,"WRITING","Bridesmaids","False",2011,"Comedy","Romance",NA,6.8,"169106725",125
"916","1181",2012,"WRITING","Margin Call","False",2011,"Drama","Thriller",NA,7.1,"5354039",107
"917","1182",2012,"WRITING","Midnight in Paris","True",2011,"Comedy","Fantasy","Romance",7.7,"56816662",94
"918","2031",2012,"WRITING","The Descendants","True",2011,"Comedy","Drama",NA,NA,"2e+07",115
"919","2041",2012,"WRITING","A Separation","False",2011,"Drama",NA,NA,NA,"5e+06",123
"920","1184",2013,"ANIMATED FEATURE FILM","Brave","True",2012,"Animation","Adventure","Comedy",7.1,"237283207",93
"921","1188",2013,"ANIMATED FEATURE FILM","Frankenweenie","False",2012,"Animation","Comedy","Drama",6.9,"35291068",87
"922","1193",2013,"ANIMATED FEATURE FILM","ParaNorman","False",2012,"Animation","Adventure","Comedy",7,"56003051",92
"923","1198",2013,"ANIMATED FEATURE FILM","The Pirates! Band of Misfits","False",2012,"Animation","Adventure","Comedy",6.7,"31051126",88
"924","1202",2013,"ANIMATED FEATURE FILM","Wreck-It Ralph","False",2012,"Animation","Adventure","Comedy",7.7,"189422889",101
"925","1216",2013,"BEST PICTURE","Argo","True",2012,"Biography","Drama","Thriller",7.7,"136025503",120
"926","1218",2013,"BEST PICTURE","Beasts of the Southern Wild","False",2012,"Adventure","Drama","Fantasy",7.2,"12795746",93
"927","1220",2013,"BEST PICTURE","Les Misérables","False",2012,"Drama","Musical","Romance",7.5,"148809770",158
"928","1221",2013,"BEST PICTURE","Life of Pi","False",2012,"Adventure","Drama","Fantasy",7.9,"124987023",127
"929","1223",2013,"BEST PICTURE","Lincoln","False",2012,"Biography","Drama","History",7.3,"182207973",150
"930","1226",2013,"BEST PICTURE","Silver Linings Playbook","False",2012,"Comedy","Drama","Romance",7.7,"132092958",122
"931","1227",2013,"BEST PICTURE","Zero Dark Thirty","False",2012,"Drama","History","Thriller",7.4,"95720716",157
"932","2061",2013,"BEST PICTURE","Amour","False",2012,"Drama","Romance",NA,NA,"8900000",127
"933","207",2013,"BEST PICTURE","Django Unchained","False",2012,"Drama","Western",NA,NA,"1e+08",165
"934","1207",2013,"INTERNATIONAL FEATURE FILM","Kon-Tiki","False",2012,"Action","Adventure","Biography",7.2,"1517410",118
"935","1211",2013,"INTERNATIONAL FEATURE FILM","No","False",2012,"Drama","History",NA,7.4,"2343664",118
"936","1212",2013,"INTERNATIONAL FEATURE FILM","A Royal Affair","False",2012,"Biography","Drama","History",7.5,"1546761",137
"937","1215",2013,"INTERNATIONAL FEATURE FILM","War Witch","False",2012,"Drama","War",NA,7,"70544",90
"938","2051",2013,"INTERNATIONAL FEATURE FILM","Amour","True",2012,"Drama","Romance",NA,NA,"8900000",127
"939","1230",2013,"WRITING","Argo","True",2012,"Biography","Drama","Thriller",7.7,"136025503",120
"940","1232",2013,"WRITING","Beasts of the Southern Wild","False",2012,"Adventure","Drama","Fantasy",7.2,"12795746",93
"941","1234",2013,"WRITING","Life of Pi","False",2012,"Adventure","Drama","Fantasy",7.9,"124987023",127
"942","1236",2013,"WRITING","Lincoln","False",2012,"Biography","Drama","History",7.3,"182207973",150
"943","1239",2013,"WRITING","Silver Linings Playbook","False",2012,"Comedy","Drama","Romance",7.7,"132092958",122
"944","1240",2013,"WRITING","Flight","False",2012,"Drama","Thriller",NA,7.3,"93772375",138
"945","1241",2013,"WRITING","Moonrise Kingdom","False",2012,"Comedy","Drama","Family",7.8,"45512466",94
"946","1243",2013,"WRITING","Zero Dark Thirty","False",2012,"Drama","History","Thriller",7.4,"95720716",157
"947","2081",2013,"WRITING","Amour","False",2012,"Drama","Romance",NA,NA,"8900000",127
"948","2091",2013,"WRITING","Django Unchained","True",2012,"Drama","Western",NA,8.3,"1e+08",165
"949","1246",2014,"ANIMATED FEATURE FILM","The Croods","False",2013,"Animation","Adventure","Comedy",7.2,"187168425",98
"950","1250",2014,"ANIMATED FEATURE FILM","Despicable Me 2","False",2013,"Animation","Adventure","Comedy",7.3,"368061265",98
"951","1255",2014,"ANIMATED FEATURE FILM","Ernest & Celestine","False",2012,"Animation","Adventure","Comedy",7.8,"292562",80
"952","1260",2014,"ANIMATED FEATURE FILM","Frozen","True",2013,"Animation","Adventure","Comedy",7.4,"400738009",102
"953","1264",2014,"ANIMATED FEATURE FILM","The Wind Rises","False",2013,"Animation","Biography","Drama",7.7,"5209580",126
"954","1276",2014,"BEST PICTURE","American Hustle","False",2013,"Crime","Drama",NA,7.2,"150117807",138
"955","1277",2014,"BEST PICTURE","Captain Phillips","False",2013,"Action","Biography","Crime",7.8,"107100855",134
"956","1281",2014,"BEST PICTURE","Dallas Buyers Club","False",2013,"Biography","Drama",NA,7.9,"27298285",117
"957","1282",2014,"BEST PICTURE","Gravity","False",2013,"Drama","Sci-Fi","Thriller",7.7,"274092705",91
"958","1284",2014,"BEST PICTURE","Her","False",2013,"Drama","Romance","Sci-Fi",8,"25568251",126
"959","1286",2014,"BEST PICTURE","Philomena","False",2013,"Biography","Comedy","Drama",7.6,"37707719",98
"960","1287",2014,"BEST PICTURE","12 Years a Slave","True",2013,"Biography","Drama","History",8.1,"56671993",134
"961","1289",2014,"BEST PICTURE","The Wolf of Wall Street","False",2013,"Biography","Comedy","Crime",8.2,"116900694",180
"962","212",2014,"BEST PICTURE","Nebraska","False",2013,"Drama","Adventure",NA,NA,"1.2e+07",115
"963","1268",2014,"INTERNATIONAL FEATURE FILM","The Broken Circle Breakdown","False",2012,"Drama","Music","Romance",7.7,"175058",111
"964","1269",2014,"INTERNATIONAL FEATURE FILM","The Hunt","False",2012,"Action","Horror","Thriller",4.3,NA,74
"965","1272",2014,"INTERNATIONAL FEATURE FILM","Omar","False",2013,"Crime","Drama","Romance",7.5,"356000",98
"966","210",2014,"INTERNATIONAL FEATURE FILM","The Great Beauty","True",2013,"Drama",NA,NA,NA,"12400000",142
"967","2111",2014,"INTERNATIONAL FEATURE FILM","The Missing Picture","False",2013,"Documentary",NA,NA,NA,NA,95
"968","1291",2014,"WRITING","Before Midnight","False",2013,"Drama","Romance",NA,7.9,"8114627",109
"969","1292",2014,"WRITING","Captain Phillips","False",2013,"Action","Biography","Crime",7.8,"107100855",134
"970","1296",2014,"WRITING","Philomena","False",2013,"Biography","Comedy","Drama",7.6,"37707719",98
"971","1297",2014,"WRITING","12 Years a Slave","True",2013,"Biography","Drama","History",8.1,"56671993",134
"972","1299",2014,"WRITING","The Wolf of Wall Street","False",2013,"Biography","Comedy","Crime",8.2,"116900694",180
"973","1301",2014,"WRITING","American Hustle","False",2013,"Crime","Drama",NA,7.2,"150117807",138
"974","1302",2014,"WRITING","Dallas Buyers Club","False",2013,"Biography","Drama",NA,7.9,"27298285",117
"975","1303",2014,"WRITING","Her","True",2013,"Drama","Romance","Sci-Fi",8,"25568251",126
"976","2131",2014,"WRITING","Blue Jasmine","False",2013,"Drama",NA,NA,NA,"1.8e+07",99
"977","2141",2014,"WRITING","Nebraska","False",2013,"Drama","Adventure",NA,NA,"1.2e+07",115
"978","1305",2015,"ANIMATED FEATURE FILM","Big Hero 6","True",2014,"Animation","Action","Adventure",7.8,"222527828",102
"979","1310",2015,"ANIMATED FEATURE FILM","The Boxtrolls","False",2014,"Animation","Adventure","Comedy",6.8,"50837305",96
"980","1314",2015,"ANIMATED FEATURE FILM","How to Train Your Dragon 2","False",2014,"Animation","Action","Adventure",7.8,"177002924",102
"981","1319",2015,"ANIMATED FEATURE FILM","Song of the Sea","False",2014,"Animation","Adventure","Drama",8,"857524",93
"982","2151",2015,"ANIMATED FEATURE FILM","The Tale of the Princess Kaguya","False",2013,"Animation","Drama","Fantasy",NA,"49300000",137
"983","1327",2015,"BEST PICTURE","American Sniper","False",2014,"Action","Biography","Drama",7.3,"350126372",133
"984","1330",2015,"BEST PICTURE","The Grand Budapest Hotel","False",2014,"Adventure","Comedy","Crime",8.1,"59100318",99
"985","1332",2015,"BEST PICTURE","The Imitation Game","False",2014,"Biography","Drama","Thriller",8,"91125683",114
"986","1335",2015,"BEST PICTURE","Selma","False",2014,"Biography","Drama","History",7.5,"52076908",128
"987","1337",2015,"BEST PICTURE","The Theory of Everything","False",2014,"Biography","Drama","Romance",7.7,"35893537",123
"988","217",2015,"BEST PICTURE","Birdman or (The Unexpected Virtue of Ignorance)","True",2014,"Drama","Comedy",NA,7.1,"1.8e+07",120
"989","2181",2015,"BEST PICTURE","Boyhood","False",2014,"Drama",NA,NA,NA,"4e+06",165
"990","2191",2015,"BEST PICTURE","Whiplash","False",2014,"Drama","Music",NA,NA,"3300000",107
"991","1323",2015,"INTERNATIONAL FEATURE FILM","Leviathan","False",2014,"Crime","Drama",NA,7.6,"1092800",140
"992","1324",2015,"INTERNATIONAL FEATURE FILM","Tangerines","False",2013,"Drama","War",NA,8.1,"144501",87
"993","1325",2015,"INTERNATIONAL FEATURE FILM","Timbuktu","False",2014,"Drama","War",NA,7.1,"1076075",96
"994","1326",2015,"INTERNATIONAL FEATURE FILM","Wild Tales","False",2014,"Comedy","Drama","Thriller",8.1,"3107072",122
"995","2161",2015,"INTERNATIONAL FEATURE FILM","Ida","True",2013,"Drama",NA,NA,6.6,"2159280",82
"996","1339",2015,"WRITING","American Sniper","False",2014,"Action","Biography","Drama",7.3,"350126372",133
"997","1342",2015,"WRITING","The Imitation Game","True",2014,"Biography","Drama","Thriller",8,"91125683",114
"998","1345",2015,"WRITING","Inherent Vice","False",2014,"Comedy","Crime","Drama",6.6,"8110975",148
"999","1348",2015,"WRITING","The Theory of Everything","False",2014,"Biography","Drama","Romance",7.7,"35893537",123
"1000","1350",2015,"WRITING","Foxcatcher","False",2014,"Biography","Drama","History",7,"12096300",134
"1001","1353",2015,"WRITING","The Grand Budapest Hotel","False",2014,"Adventure","Comedy","Crime",8.1,"59100318",99
"1002","1355",2015,"WRITING","Nightcrawler","False",2014,"Crime","Drama","Thriller",7.8,"32381218",117
"1003","2201",2015,"WRITING","Whiplash","False",2014,"Drama","Music",NA,NA,"3300000",107
"1004","2211",2015,"WRITING","Birdman or (The Unexpected Virtue of Ignorance)","True",2014,"Drama","Comedy",NA,7.7,"1.8e+07",120
"1005","222",2015,"WRITING","Boyhood","False",2014,"Drama",NA,NA,NA,"4e+06",165
"1006","1357",2016,"ANIMATED FEATURE FILM","Anomalisa","False",2015,"Animation","Comedy","Drama",7.2,"3759286",90
"1007","1359",2016,"ANIMATED FEATURE FILM","Inside Out","True",2015,"Animation","Adventure","Comedy",8.2,"356461711",95
"1008","1363",2016,"ANIMATED FEATURE FILM","Shaun the Sheep Movie","False",2015,"Animation","Adventure","Comedy",7.3,"19375982",85
"1009","1367",2016,"ANIMATED FEATURE FILM","When Marnie Was There","False",2014,"Animation","Drama","Family",7.7,"765127",103
"1010","755",2016,"ANIMATED FEATURE FILM","Boy and the World","False",NA,NA,NA,NA,NA,NA,NA
"1011","1378",2016,"BEST PICTURE","The Big Short","False",2015,"Biography","Comedy","Drama",7.8,"70259870",130
"1012","1380",2016,"BEST PICTURE","Bridge of Spies","False",2015,"Drama","History","Thriller",7.6,"72313754",142
"1013","1383",2016,"BEST PICTURE","Brooklyn","False",2015,"Drama","Romance",NA,7.5,"38322743",117
"1014","1384",2016,"BEST PICTURE","Mad Max: Fury Road","False",2015,"Action","Adventure","Sci-Fi",8.1,"154058340",120
"1015","1388",2016,"BEST PICTURE","The Martian","False",2015,"Adventure","Drama","Sci-Fi",8,"228433663",144
"1016","1390",2016,"BEST PICTURE","The Revenant","False",2015,"Action","Adventure","Drama",8,"183637894",156
"1017","1392",2016,"BEST PICTURE","Room","False",2015,"Drama","Thriller",NA,8.1,"14677674",118
"1018","1393",2016,"BEST PICTURE","Spotlight","True",2015,"Biography","Crime","Drama",8.1,"45055776",129
"1019","1370",2016,"INTERNATIONAL FEATURE FILM","Embrace of the Serpent","False",2015,"Adventure","Biography","Drama",7.8,"1329249",125
"1020","1372",2016,"INTERNATIONAL FEATURE FILM","Son of Saul","True",2015,"Drama","War",NA,7.4,"1777043",107
"1021","1373",2016,"INTERNATIONAL FEATURE FILM","Theeb","False",2014,"Adventure","Drama","Thriller",7.2,"283024",100
"1022","1375",2016,"INTERNATIONAL FEATURE FILM","A War","False",2015,"Crime","Drama","Thriller",7,"122902",115
"1023","2231",2016,"INTERNATIONAL FEATURE FILM","Mustang","False",2015,"Drama",NA,NA,NA,"1300000",97
"1024","1395",2016,"WRITING","The Big Short","True",2015,"Biography","Comedy","Drama",7.8,"70259870",130
"1025","1397",2016,"WRITING","Brooklyn","False",2015,"Drama","Romance",NA,7.5,"38322743",117
"1026","1398",2016,"WRITING","Carol","False",2015,"Drama","Romance",NA,7.2,"12711491",118
"1027","1399",2016,"WRITING","The Martian","False",2015,"Adventure","Drama","Sci-Fi",8,"228433663",144
"1028","1401",2016,"WRITING","Room","False",2015,"Drama","Thriller",NA,8.1,"14677674",118
"1029","1402",2016,"WRITING","Bridge of Spies","False",2015,"Drama","History","Thriller",7.6,"72313754",142
"1030","1405",2016,"WRITING","Ex Machina","False",2014,"Drama","Sci-Fi","Thriller",7.7,"25442958",108
"1031","1407",2016,"WRITING","Inside Out","False",2015,"Animation","Adventure","Comedy",8.2,"356461711",95
"1032","1411",2016,"WRITING","Spotlight","True",2015,"Biography","Crime","Drama",8.1,"45055776",129
"1033","1413",2016,"WRITING","Straight Outta Compton","False",2015,"Biography","Drama","History",7.8,"161197785",147
"1034","1415",2017,"ANIMATED FEATURE FILM","Kubo and the Two Strings","False",2016,"Animation","Action","Adventure",7.7,"48023088",101
"1035","1420",2017,"ANIMATED FEATURE FILM","Moana","False",2016,"Animation","Adventure","Comedy",7.6,"248757044",107
"1036","1424",2017,"ANIMATED FEATURE FILM","My Life as a Zucchini","False",2016,"Animation","Comedy","Drama",7.7,"292279",70
"1037","1425",2017,"ANIMATED FEATURE FILM","The Red Turtle","False",2016,"Animation","Drama","Family",7.5,"920057",80
"1038","1428",2017,"ANIMATED FEATURE FILM","Zootopia","True",2016,"Animation","Adventure","Comedy",8,"341268248",108
"1039","1439",2017,"BEST PICTURE","Arrival","False",2016,"Drama","Mystery","Sci-Fi",7.9,"100546139",116
"1040","1441",2017,"BEST PICTURE","Hacksaw Ridge","False",2016,"Biography","Drama","History",8.1,"67209615",139
"1041","1444",2017,"BEST PICTURE","Hell or High Water","False",2016,"Crime","Drama","Thriller",7.6,"26862450",102
"1042","1446",2017,"BEST PICTURE","Hidden Figures","False",2016,"Biography","Drama","History",7.8,"169607287",127
"1043","1448",2017,"BEST PICTURE","La La Land","False",2016,"Comedy","Drama","Music",8,"151101803",128
"1044","1449",2017,"BEST PICTURE","Lion","False",2015,"Action","Drama",NA,3.3,NA,143
"1045","1450",2017,"BEST PICTURE","Lion","False",2016,"Biography","Drama",NA,8,"51739495",118
"1046","1451",2017,"BEST PICTURE","Lion","False",2015,"Comedy","Drama","Romance",NA,NA,70
"1047","225",2017,"BEST PICTURE","Fences","False",2016,"Drama",NA,NA,NA,"2.4e+07",139
"1048","2261",2017,"BEST PICTURE","Manchester by the Sea","False",2016,"Drama",NA,NA,7.6,"9e+06",138
"1049","2271",2017,"BEST PICTURE","Moonlight","True",2016,"Drama",NA,NA,6.6,"4e+06",111
"1050","1433",2017,"INTERNATIONAL FEATURE FILM","Land of Mine","False",2015,"Drama","History","War",7.8,"435266",100
"1051","1435",2017,"INTERNATIONAL FEATURE FILM","A Man Called Ove","False",2015,"Comedy","Drama","Romance",7.7,"3358518",116
"1052","1436",2017,"INTERNATIONAL FEATURE FILM","The Salesman","True",2016,"Drama","Thriller",NA,7.7,"2402067",124
"1053","1437",2017,"INTERNATIONAL FEATURE FILM","Tanna","False",2015,"Adventure","Drama","Romance",6.9,"5711",104
"1054","2241",2017,"INTERNATIONAL FEATURE FILM","Toni Erdmann","False",2016,"Comedy","Drama",NA,NA,"1e+07",162
"1055","1452",2017,"WRITING","Arrival","False",2016,"Drama","Mystery","Sci-Fi",7.9,"100546139",116
"1056","1454",2017,"WRITING","Hidden Figures","False",2016,"Biography","Drama","History",7.8,"169607287",127
"1057","1456",2017,"WRITING","Lion","False",2015,"Action","Drama",NA,3.3,NA,143
"1058","1457",2017,"WRITING","Lion","False",2016,"Biography","Drama",NA,8,"51739495",118
"1059","1458",2017,"WRITING","Lion","False",2015,"Comedy","Drama","Romance",NA,NA,70
"1060","1459",2017,"WRITING","Hell or High Water","False",2016,"Crime","Drama","Thriller",7.6,"26862450",102
"1061","1461",2017,"WRITING","La La Land","False",2016,"Comedy","Drama","Music",8,"151101803",128
"1062","1462",2017,"WRITING","The Lobster","False",2015,"Drama","Romance","Sci-Fi",7.1,"8699235",119
"1063","2281",2017,"WRITING","Fences","False",2016,"Drama",NA,NA,NA,"2.4e+07",139
"1064","229",2017,"WRITING","Moonlight","True",2016,"Drama",NA,NA,6.6,"4e+06",111
"1065","230",2017,"WRITING","Manchester by the Sea","True",2016,"Drama",NA,NA,7.6,"9e+06",138
"1066","2311",2017,"WRITING","20th Century Women","False",2016,"Drama",NA,NA,NA,"7e+06",119
"1067","1465",2018,"ANIMATED FEATURE FILM","The Boss Baby","False",2017,"Animation","Adventure","Comedy",6.3,"175003033",97
"1068","1469",2018,"ANIMATED FEATURE FILM","The Breadwinner","False",2017,"Animation","Drama","Family",7.7,"312381",94
"1069","1472",2018,"ANIMATED FEATURE FILM","Coco","True",2017,"Animation","Adventure","Comedy",8.4,"209726015",105
"1070","1476",2018,"ANIMATED FEATURE FILM","Coco","True",2017,"Horror",NA,NA,7.4,NA,98
"1071","1478",2018,"ANIMATED FEATURE FILM","Ferdinand","False",2017,"Animation","Adventure","Comedy",6.7,"84410380",108
"1072","1481",2018,"ANIMATED FEATURE FILM","Loving Vincent","False",2017,"Animation","Drama","Mystery",7.8,"6735118",94
"1073","1490",2018,"BEST PICTURE","Call Me by Your Name","False",2017,"Drama","Romance",NA,7.8,"18095701",132
"1074","1491",2018,"BEST PICTURE","Darkest Hour","False",2017,"Biography","Drama","War",7.4,"56468410",125
"1075","1493",2018,"BEST PICTURE","Dunkirk","False",2017,"Action","Drama","History",7.8,"188373161",106
"1076","1497",2018,"BEST PICTURE","Get Out","False",2017,"Horror","Mystery","Thriller",7.7,"176040665",104
"1077","1500",2018,"BEST PICTURE","Phantom Thread","False",2017,"Drama","Romance",NA,7.4,"21023275",130
"1078","1501",2018,"BEST PICTURE","The Post","False",2017,"Biography","Drama","History",7.2,"81903458",116
"1079","1505",2018,"BEST PICTURE","The Shape of Water","True",2017,"Drama","Fantasy","Romance",7.3,"63859435",123
"1080","2331",2018,"BEST PICTURE","Lady Bird","False",2017,"Drama","Comedy",NA,NA,"1e+07",94
"1081","767",2018,"BEST PICTURE","Three Billboards outside Ebbing, Missouri","False",NA,NA,NA,NA,NA,NA,NA
"1082","1483",2018,"INTERNATIONAL FEATURE FILM","The Insult","False",2017,"Crime","Drama","Thriller",7.6,"1001305",113
"1083","1485",2018,"INTERNATIONAL FEATURE FILM","Loveless","False",2017,"Drama","Romance",NA,NA,NA,81
"1084","1486",2018,"INTERNATIONAL FEATURE FILM","On Body and Soul","False",2017,"Drama","Fantasy","Mystery",7.5,NA,116
"1085","1489",2018,"INTERNATIONAL FEATURE FILM","The Square","False",2016,"Family",NA,NA,NA,NA,75
"1086","2321",2018,"INTERNATIONAL FEATURE FILM","A Fantastic Woman","True",2017,"Drama",NA,NA,6.6,"3700000",104
"1087","1507",2018,"WRITING","Call Me by Your Name","True",2017,"Drama","Romance",NA,7.8,"18095701",132
"1088","1508",2018,"WRITING","The Disaster Artist","False",2017,"Biography","Comedy","Drama",7.3,"21120616",104
"1089","1509",2018,"WRITING","Logan","False",2017,"Action","Drama","Sci-Fi",8.1,"226277068",137
"1090","1512",2018,"WRITING","Molly's Game","False",2017,"Biography","Crime","Drama",7.4,"28780744",140
"1091","1515",2018,"WRITING","Mudbound","False",2017,"Drama","War",NA,7.4,NA,134
"1092","1516",2018,"WRITING","The Big Sick","False",2017,"Comedy","Drama","Romance",7.5,"42873127",120
"1093","1517",2018,"WRITING","Get Out","True",2017,"Horror","Mystery","Thriller",7.7,"176040665",104
"1094","1520",2018,"WRITING","The Shape of Water","False",2017,"Drama","Fantasy","Romance",7.3,"63859435",123
"1095","2341",2018,"WRITING","Lady Bird","False",2017,"Drama","Comedy",NA,NA,"1e+07",94
"1096","773",2018,"WRITING","Three Billboards outside Ebbing, Missouri","False",NA,NA,NA,NA,NA,NA,NA
"1097","1522",2019,"ANIMATED FEATURE FILM","Incredibles 2","False",2018,"Animation","Action","Adventure",7.6,"608581744",118
"1098","1527",2019,"ANIMATED FEATURE FILM","Isle of Dogs","False",2018,"Animation","Adventure","Comedy",7.8,"32015231",101
"1099","1530",2019,"ANIMATED FEATURE FILM","Mirai","False",2018,"Animation","Adventure","Drama",7,"812794",98
"1100","1534",2019,"ANIMATED FEATURE FILM","Ralph Breaks the Internet","False",2018,"Animation","Adventure","Comedy",7,"201091711",112
"1101","1539",2019,"ANIMATED FEATURE FILM","Spider-Man: Into the Spider-Verse","True",2018,"Animation","Action","Adventure",8.4,"190241310",117
"1102","1553",2019,"BEST PICTURE","Black Panther","False",2018,"Action","Adventure","Sci-Fi",7.3,"700059566",134
"1103","1556",2019,"BEST PICTURE","BlacKkKlansman","False",2018,"Biography","Comedy","Crime",7.5,"49275340",135
"1104","1558",2019,"BEST PICTURE","Bohemian Rhapsody","False",2018,"Biography","Drama","Music",7.9,"216428042",134
"1105","1559",2019,"BEST PICTURE","The Favourite","False",2018,"Biography","Comedy","Drama",7.5,"34366783",119
"1106","1561",2019,"BEST PICTURE","Green Book","True",2018,"Biography","Comedy","Drama",8.2,"85080171",130
"1107","1562",2019,"BEST PICTURE","A Star Is Born","False",2018,"Drama","Music","Romance",7.6,"215288866",136
"1108","1563",2019,"BEST PICTURE","Vice","False",2018,"Biography","Comedy","Drama",7.2,"47836282",132
"1109","2371",2019,"BEST PICTURE","Roma","False",2018,"Drama",NA,NA,NA,"1.5e+07",135
"1110","1545",2019,"INTERNATIONAL FEATURE FILM","Cold War","False",2018,"Drama","Music","Romance",7.5,"4572545",89
"1111","1546",2019,"INTERNATIONAL FEATURE FILM","Cold War","False",2017,"Comedy","Romance",NA,6.8,NA,96
"1112","1547",2019,"INTERNATIONAL FEATURE FILM","Never Look Away","False",2018,"Biography","Drama","Romance",7.7,"1304042",189
"1113","1551",2019,"INTERNATIONAL FEATURE FILM","Shoplifters","False",2018,"Crime","Drama","Thriller",7.9,"3313513",121
"1114","2351",2019,"INTERNATIONAL FEATURE FILM","Capernaum","False",2018,"Drama",NA,NA,NA,"4e+06",126
"1115","236",2019,"INTERNATIONAL FEATURE FILM","Roma","True",2018,"Drama",NA,NA,7,"1.5e+07",135
"1116","1564",2019,"WRITING","The Ballad of Buster Scruggs","False",2018,"Comedy","Drama","Musical",7.3,NA,133
"1117","1566",2019,"WRITING","BlacKkKlansman","True",2018,"Biography","Comedy","Crime",7.5,"49275340",135
"1118","1568",2019,"WRITING","Can You Ever Forgive Me?","False",2018,"Biography","Comedy","Crime",7.1,"8803865",106
"1119","1570",2019,"WRITING","If Beale Street Could Talk","False",2018,"Drama","Romance",NA,7.1,"14915773",119
