"","year_ceremony","category","film","winner","year","genre1","genre2","genre3","rating","gross","runtime"
"1424",2017,"ANIMATED FEATURE FILM","My Life as a Zucchini","False",2016,"Animation","Comedy","Drama",7.7,292279,"70"
"1425",2017,"ANIMATED FEATURE FILM","The Red Turtle","False",2016,"Animation","Drama","Family",7.5,920057,"80"
"1428",2017,"ANIMATED FEATURE FILM","Zootopia","True",2016,"Animation","Adventure","Comedy",8,341268248,"108"
"1439",2017,"BEST PICTURE","Arrival","False",2016,"Drama","Mystery","Sci-Fi",7.9,100546139,"116"
"1441",2017,"BEST PICTURE","Hacksaw Ridge","False",2016,"Biography","Drama","History",8.1,67209615,"139"
"1444",2017,"BEST PICTURE","Hell or High Water","False",2016,"Crime","Drama","Thriller",7.6,26862450,"102"
"1446",2017,"BEST PICTURE","Hidden Figures","False",2016,"Biography","Drama","History",7.8,169607287,"127"
"1448",2017,"BEST PICTURE","La La Land","False",2016,"Comedy","Drama","Music",8,151101803,"128"
"1449",2017,"BEST PICTURE","Lion","False",2015,"Action","Drama",NA,3.3,NA,"143"
"1450",2017,"BEST PICTURE","Lion","False",2016,"Biography","Drama",NA,8,51739495,"118"
"1451",2017,"BEST PICTURE","Lion","False",2015,"Comedy","Drama","Romance",NA,NA,"70"
"225",2017,"BEST PICTURE","Fences","False",2016,"Drama",NA,NA,NA,2.4e+07,"139"
"2261",2017,"BEST PICTURE","Manchester by the Sea","False",2016,"Drama",NA,NA,NA,9e+06,"138"
"2271",2017,"BEST PICTURE","Moonlight","True",2016,"Drama",NA,NA,NA,4e+06,"111"
"1433",2017,"INTERNATIONAL FEATURE FILM","Land of Mine","False",2015,"Drama","History","War",7.8,435266,"100"
"1435",2017,"INTERNATIONAL FEATURE FILM","A Man Called Ove","False",2015,"Comedy","Drama","Romance",7.7,3358518,"116"
"1436",2017,"INTERNATIONAL FEATURE FILM","The Salesman","True",2016,"Drama","Thriller",NA,7.7,2402067,"124"
"1437",2017,"INTERNATIONAL FEATURE FILM","Tanna","False",2015,"Adventure","Drama","Romance",6.9,5711,"104"
"2241",2017,"INTERNATIONAL FEATURE FILM","Toni Erdmann","False",2016,"Comedy","Drama",NA,NA,1e+07,"162"
"1452",2017,"WRITING","Arrival","False",2016,"Drama","Mystery","Sci-Fi",7.9,100546139,"116"
"1454",2017,"WRITING","Hidden Figures","False",2016,"Biography","Drama","History",7.8,169607287,"127"
"1456",2017,"WRITING","Lion","False",2015,"Action","Drama",NA,3.3,NA,"143"
"1457",2017,"WRITING","Lion","False",2016,"Biography","Drama",NA,8,51739495,"118"
"1458",2017,"WRITING","Lion","False",2015,"Comedy","Drama","Romance",NA,NA,"70"
"1459",2017,"WRITING","Hell or High Water","False",2016,"Crime","Drama","Thriller",7.6,26862450,"102"
"1461",2017,"WRITING","La La Land","False",2016,"Comedy","Drama","Music",8,151101803,"128"
"1462",2017,"WRITING","The Lobster","False",2015,"Drama","Romance","Sci-Fi",7.1,8699235,"119"
"2281",2017,"WRITING","Fences","False",2016,"Drama",NA,NA,NA,2.4e+07,"139"
"229",2017,"WRITING","Moonlight","True",2016,"Drama",NA,NA,NA,4e+06,"111"
"230",2017,"WRITING","Manchester by the Sea","True",2016,"Drama",NA,NA,NA,9e+06,"138"
"2311",2017,"WRITING","20th Century Women","False",2016,"Drama",NA,NA,NA,7e+06,"119"
"1465",2018,"ANIMATED FEATURE FILM","The Boss Baby","False",2017,"Animation","Adventure","Comedy",6.3,175003033,"97"
"1469",2018,"ANIMATED FEATURE FILM","The Breadwinner","False",2017,"Animation","Drama","Family",7.7,312381,"94"
"1472",2018,"ANIMATED FEATURE FILM","Coco","True",2017,"Animation","Adventure","Comedy",8.4,209726015,"105"
"1476",2018,"ANIMATED FEATURE FILM","Coco","True",2017,"Horror",NA,NA,7.4,NA,"98"
"1478",2018,"ANIMATED FEATURE FILM","Ferdinand","False",2017,"Animation","Adventure","Comedy",6.7,84410380,"108"
"1481",2018,"ANIMATED FEATURE FILM","Loving Vincent","False",2017,"Animation","Drama","Mystery",7.8,6735118,"94"
"1490",2018,"BEST PICTURE","Call Me by Your Name","False",2017,"Drama","Romance",NA,7.8,18095701,"132"
"1491",2018,"BEST PICTURE","Darkest Hour","False",2017,"Biography","Drama","War",7.4,56468410,"125"
"1493",2018,"BEST PICTURE","Dunkirk","False",2017,"Action","Drama","History",7.8,188373161,"106"
"1497",2018,"BEST PICTURE","Get Out","False",2017,"Horror","Mystery","Thriller",7.7,176040665,"104"
"1500",2018,"BEST PICTURE","Phantom Thread","False",2017,"Drama","Romance",NA,7.4,21023275,"130"
"1501",2018,"BEST PICTURE","The Post","False",2017,"Biography","Drama","History",7.2,81903458,"116"
"1505",2018,"BEST PICTURE","The Shape of Water","True",2017,"Drama","Fantasy","Romance",7.3,63859435,"123"
"2331",2018,"BEST PICTURE","Lady Bird","False",2017,"Drama","Comedy",NA,NA,1e+07,"94"
"767",2018,"BEST PICTURE","Three Billboards outside Ebbing, Missouri","False",NA,NA,NA,NA,NA,NA,NA
"1483",2018,"INTERNATIONAL FEATURE FILM","The Insult","False",2017,"Crime","Drama","Thriller",7.6,1001305,"113"
"1485",2018,"INTERNATIONAL FEATURE FILM","Loveless","False",2017,"Drama","Romance",NA,NA,NA,"81"
"1486",2018,"INTERNATIONAL FEATURE FILM","On Body and Soul","False",2017,"Drama","Fantasy","Mystery",7.5,NA,"116"
"1489",2018,"INTERNATIONAL FEATURE FILM","The Square","False",2016,"Family",NA,NA,NA,NA,"75"
"2321",2018,"INTERNATIONAL FEATURE FILM","A Fantastic Woman","True",2017,"Drama",NA,NA,NA,NA,"104"
"1507",2018,"WRITING","Call Me by Your Name","True",2017,"Drama","Romance",NA,7.8,18095701,"132"
"1508",2018,"WRITING","The Disaster Artist","False",2017,"Biography","Comedy","Drama",7.3,21120616,"104"
"1509",2018,"WRITING","Logan","False",2017,"Action","Drama","Sci-Fi",8.1,226277068,"137"
"1512",2018,"WRITING","Molly's Game","False",2017,"Biography","Crime","Drama",7.4,28780744,"140"
"1515",2018,"WRITING","Mudbound","False",2017,"Drama","War",NA,7.4,NA,"134"
"1516",2018,"WRITING","The Big Sick","False",2017,"Comedy","Drama","Romance",7.5,42873127,"120"
"1517",2018,"WRITING","Get Out","True",2017,"Horror","Mystery","Thriller",7.7,176040665,"104"
"1520",2018,"WRITING","The Shape of Water","False",2017,"Drama","Fantasy","Romance",7.3,63859435,"123"
"2341",2018,"WRITING","Lady Bird","False",2017,"Drama","Comedy",NA,NA,1e+07,"94"
"773",2018,"WRITING","Three Billboards outside Ebbing, Missouri","False",NA,NA,NA,NA,NA,NA,NA
"1522",2019,"ANIMATED FEATURE FILM","Incredibles 2","False",2018,"Animation","Action","Adventure",7.6,608581744,"118"
"1527",2019,"ANIMATED FEATURE FILM","Isle of Dogs","False",2018,"Animation","Adventure","Comedy",7.8,32015231,"101"
"1530",2019,"ANIMATED FEATURE FILM","Mirai","False",2018,"Animation","Adventure","Drama",7,812794,"98"
"1534",2019,"ANIMATED FEATURE FILM","Ralph Breaks the Internet","False",2018,"Animation","Adventure","Comedy",7,201091711,"112"
"1539",2019,"ANIMATED FEATURE FILM","Spider-Man: Into the Spider-Verse","True",2018,"Animation","Action","Adventure",8.4,190241310,"117"
"1553",2019,"BEST PICTURE","Black Panther","False",2018,"Action","Adventure","Sci-Fi",7.3,700059566,"134"
"1556",2019,"BEST PICTURE","BlacKkKlansman","False",2018,"Biography","Comedy","Crime",7.5,49275340,"135"
"1558",2019,"BEST PICTURE","Bohemian Rhapsody","False",2018,"Biography","Drama","Music",7.9,216428042,"134"
"1559",2019,"BEST PICTURE","The Favourite","False",2018,"Biography","Comedy","Drama",7.5,34366783,"119"
"1561",2019,"BEST PICTURE","Green Book","True",2018,"Biography","Comedy","Drama",8.2,85080171,"130"
"1562",2019,"BEST PICTURE","A Star Is Born","False",2018,"Drama","Music","Romance",7.6,215288866,"136"
"1563",2019,"BEST PICTURE","Vice","False",2018,"Biography","Comedy","Drama",7.2,47836282,"132"
"2371",2019,"BEST PICTURE","Roma","False",2018,"Drama",NA,NA,NA,1.5e+07,"135"
"1545",2019,"INTERNATIONAL FEATURE FILM","Cold War","False",2018,"Drama","Music","Romance",7.5,4572545,"89"
"1546",2019,"INTERNATIONAL FEATURE FILM","Cold War","False",2017,"Comedy","Romance",NA,6.8,NA,"96"
"1547",2019,"INTERNATIONAL FEATURE FILM","Never Look Away","False",2018,"Biography","Drama","Romance",7.7,1304042,"189"
"1551",2019,"INTERNATIONAL FEATURE FILM","Shoplifters","False",2018,"Crime","Drama","Thriller",7.9,3313513,"121"
"2351",2019,"INTERNATIONAL FEATURE FILM","Capernaum","False",2018,"Drama",NA,NA,NA,4e+06,"126"
"236",2019,"INTERNATIONAL FEATURE FILM","Roma","True",2018,"Drama",NA,NA,NA,1.5e+07,"135"
"1564",2019,"WRITING","The Ballad of Buster Scruggs","False",2018,"Comedy","Drama","Musical",7.3,NA,"133"
"1566",2019,"WRITING","BlacKkKlansman","True",2018,"Biography","Comedy","Crime",7.5,49275340,"135"
"1568",2019,"WRITING","Can You Ever Forgive Me?","False",2018,"Biography","Comedy","Crime",7.1,8803865,"106"
"1570",2019,"WRITING","If Beale Street Could Talk","False",2018,"Drama","Romance",NA,7.1,14915773,"119"
"1571",2019,"WRITING","A Star Is Born","False",2018,"Drama","Music","Romance",7.6,215288866,"136"
"1572",2019,"WRITING","The Favourite","False",2018,"Biography","Comedy","Drama",7.5,34366783,"119"
"1574",2019,"WRITING","First Reformed","False",2017,"Drama","Mystery","Thriller",7.1,3448256,"113"
"1576",2019,"WRITING","Green Book","True",2018,"Biography","Comedy","Drama",8.2,85080171,"130"
"1577",2019,"WRITING","Vice","False",2018,"Biography","Comedy","Drama",7.2,47836282,"132"
"238",2019,"WRITING","Roma","False",2018,"Drama",NA,NA,NA,1.5e+07,"135"
"1578",2020,"ANIMATED FEATURE FILM","How to Train Your Dragon: The Hidden World","False",2019,"Animation","Action","Adventure",7.4,160799505,"104"
"1583",2020,"ANIMATED FEATURE FILM","I Lost My Body","False",2019,"Animation","Drama","Fantasy",7.5,NA,"81"
"1586",2020,"ANIMATED FEATURE FILM","Klaus","False",2019,"Animation","Adventure","Comedy",8.2,NA,"96"
"1590",2020,"ANIMATED FEATURE FILM","Missing Link","False",2019,"Animation","Adventure","Comedy",6.7,16649539,"93"
"1594",2020,"ANIMATED FEATURE FILM","Toy Story 4","True",2019,"Animation","Adventure","Comedy",7.7,434038008,"100"
"1601",2020,"BEST PICTURE","Ford v Ferrari","False",2019,"Action","Biography","Drama",8.1,117624028,"152"
"1604",2020,"BEST PICTURE","The Irishman","False",2019,"Biography","Crime","Drama",7.8,7e+06,"209"
"1606",2020,"BEST PICTURE","Jojo Rabbit","False",2019,"Comedy","Drama","War",7.9,33370906,"108"
"1607",2020,"BEST PICTURE","Joker","False",2019,"Crime","Drama","Thriller",8.4,335451311,"122"
"1609",2020,"BEST PICTURE","Little Women","False",2018,"Drama","Family",NA,5.3,1379357,"112"
"1610",2020,"BEST PICTURE","Little Women","False",2019,"Drama","Romance",NA,7.8,108101214,"135"
"1611",2020,"BEST PICTURE","Marriage Story","False",2019,"Drama","Romance",NA,7.9,2e+06,"137"
"1612",2020,"BEST PICTURE","1917","False",2019,"Action","Drama","War",8.2,159227644,"119"
"1614",2020,"BEST PICTURE","Parasite","True",2019,"Drama","Thriller",NA,8.5,53367844,"132"
"793",2020,"BEST PICTURE","Once upon a Time...in Hollywood","False",NA,NA,NA,NA,NA,NA,NA
"1598",2020,"INTERNATIONAL FEATURE FILM","Les Misérables","False",2019,"Crime","Drama","Thriller",7.6,NA,"104"
"1600",2020,"INTERNATIONAL FEATURE FILM","Parasite","True",2019,"Drama","Thriller",NA,8.5,53367844,"132"
"2391",2020,"INTERNATIONAL FEATURE FILM","Honeyland","False",2019,"Documentary",NA,NA,NA,NA,"85"
"240",2020,"INTERNATIONAL FEATURE FILM","Pain and Glory","False",2019,"Drama",NA,NA,NA,10769016,"114"
"784",2020,"INTERNATIONAL FEATURE FILM","Corpus Christi","False",NA,NA,NA,NA,NA,NA,NA
"1615",2020,"WRITING","The Irishman","False",2019,"Biography","Crime","Drama",7.8,7e+06,"209"
"1617",2020,"WRITING","Jojo Rabbit","True",2019,"Comedy","Drama","War",7.9,33370906,"108"
"1618",2020,"WRITING","Joker","False",2019,"Crime","Drama","Thriller",8.4,335451311,"122"
"1620",2020,"WRITING","Little Women","False",2018,"Drama","Family",NA,5.3,1379357,"112"
"1621",2020,"WRITING","Little Women","False",2019,"Drama","Romance",NA,7.8,108101214,"135"
"1622",2020,"WRITING","The Two Popes","False",2019,"Biography","Comedy","Drama",7.6,NA,"125"
"1623",2020,"WRITING","Knives Out","False",2019,"Comedy","Crime","Drama",7.9,165359751,"130"
"1626",2020,"WRITING","Marriage Story","False",2019,"Drama","Romance",NA,7.9,2e+06,"137"
"1627",2020,"WRITING","1917","False",2019,"Action","Drama","War",8.2,159227644,"119"
"1629",2020,"WRITING","Parasite","True",2019,"Drama","Thriller",NA,8.5,53367844,"132"
"802",2020,"WRITING","Once upon a Time...in Hollywood","False",NA,NA,NA,NA,NA,NA,NA
"1630",2021,"ANIMATED FEATURE FILM","Onward","False",2020,"Animation","Adventure","Comedy",7.4,61555145,"102"
"1634",2021,"ANIMATED FEATURE FILM","Over the Moon","False",2020,"Animation","Adventure","Comedy",6.3,NA,"95"
"1639",2021,"ANIMATED FEATURE FILM","A Shaun the Sheep Movie: Farmageddon","False",2019,"Animation","Adventure","Comedy",6.8,NA,"86"
"1644",2021,"ANIMATED FEATURE FILM","Soul","True",2020,"Animation","Adventure","Comedy",8,NA,"100"
"1648",2021,"ANIMATED FEATURE FILM","Wolfwalkers","False",2020,"Animation","Action","Adventure",8,NA,"103"
"1659",2021,"BEST PICTURE","The Father","False",2020,"Drama","Mystery",NA,8.2,NA,"97"
"1660",2021,"BEST PICTURE","Mank","False",2020,"Biography","Comedy","Drama",6.8,NA,"131"
"1661",2021,"BEST PICTURE","Promising Young Woman","False",2020,"Crime","Drama","Mystery",7.5,NA,"113"
"1664",2021,"BEST PICTURE","The Trial of the Chicago 7","False",2020,"Drama","History","Thriller",7.7,NA,"129"
"242",2021,"BEST PICTURE","Minari","False",2020,"Drama",NA,NA,NA,NA,"115"
"243",2021,"BEST PICTURE","Sound of Metal","False",2020,"Drama",NA,NA,NA,NA,"130"
"8310",2021,"BEST PICTURE","Judas and the Black Messiah","False",NA,NA,NA,NA,NA,NA,NA
"847",2021,"BEST PICTURE","Nomadland","True",NA,NA,NA,NA,NA,NA,NA
"1654",2021,"INTERNATIONAL FEATURE FILM","Better Days","False",2019,"Crime","Drama","Romance",7.5,NA,"135"
"1657",2021,"INTERNATIONAL FEATURE FILM","Quo Vadis, Aida?","False",2020,"Drama","History","War",8,NA,"101"
"2411",2021,"INTERNATIONAL FEATURE FILM","Collective","False",2020,"Documentary",NA,NA,NA,NA,"109"
"815",2021,"INTERNATIONAL FEATURE FILM","Another Round","True",NA,NA,NA,NA,NA,NA,NA
"821",2021,"INTERNATIONAL FEATURE FILM","The Man Who Sold His Skin","False",NA,NA,NA,NA,NA,NA,NA
"1666",2021,"WRITING","The Father","True",2020,"Drama","Mystery",NA,8.2,NA,"97"
"1667",2021,"WRITING","Promising Young Woman","True",2020,"Crime","Drama","Mystery",7.5,NA,"113"
"1670",2021,"WRITING","The Trial of the Chicago 7","False",2020,"Drama","History","Thriller",7.7,NA,"129"
"2441",2021,"WRITING","Minari","False",2020,"Drama",NA,NA,NA,NA,"115"
"2451",2021,"WRITING","Sound of Metal","False",2020,"Drama",NA,NA,NA,NA,"130"
"853",2021,"WRITING","Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan","False",NA,NA,NA,NA,NA,NA,NA
"863",2021,"WRITING","Nomadland","False",NA,NA,NA,NA,NA,NA,NA
"874",2021,"WRITING","One Night in Miami...","False",NA,NA,NA,NA,NA,NA,NA
"882",2021,"WRITING","The White Tiger","False",NA,NA,NA,NA,NA,NA,NA
"894",2021,"WRITING","Judas and the Black Messiah","False",NA,NA,NA,NA,NA,NA,NA
"1672",2022,"ANIMATED FEATURE FILM","Encanto","True",2021,"Animation","Comedy","Family",7.2,96093622,"102"
"1675",2022,"ANIMATED FEATURE FILM","Luca","False",2021,"Animation","Adventure","Comedy",7.4,NA,"95"
"1677",2022,"ANIMATED FEATURE FILM","Luca","False",2020,"Crime","Drama","Thriller",7,NA,"104"
"1681",2022,"ANIMATED FEATURE FILM","Raya and the Last Dragon","False",2021,"Animation","Action","Adventure",7.3,NA,"107"
"1683",2022,"ANIMATED FEATURE FILM","Raya and the Last Dragon","False",2021,"Animation","Action","Adventure",7.3,54723032,"107"
"902",2022,"ANIMATED FEATURE FILM","Flee","False",NA,NA,NA,NA,NA,NA,NA
"913",2022,"ANIMATED FEATURE FILM","The Mitchells vs. the Machines","False",NA,NA,NA,NA,NA,NA,NA
"1687",2022,"BEST PICTURE","Belfast","False",2021,"Biography","Drama",NA,7.3,NA,"98"
"1688",2022,"BEST PICTURE","Don't Look Up","False",2021,"Comedy","Drama","Sci-Fi",7.2,NA,"138"
"1689",2022,"BEST PICTURE","Dune","False",2021,"Action","Adventure","Drama",8,108327830,"155"
"1692",2022,"BEST PICTURE","King Richard","False",2021,"Biography","Drama","Sport",7.5,NA,"144"
"1694",2022,"BEST PICTURE","Licorice Pizza","False",2021,"Comedy","Drama","Romance",7.2,NA,"133"
"1695",2022,"BEST PICTURE","Nightmare Alley","False",2021,"Crime","Drama","Thriller",7,NA,"150"
"1697",2022,"BEST PICTURE","The Power of the Dog","False",2021,"Drama","Romance","Western",6.8,NA,"126"
"1698",2022,"BEST PICTURE","West Side Story","False",2021,"Crime","Drama","Musical",7.2,NA,"156"
"953",2022,"BEST PICTURE","CODA","True",NA,NA,NA,NA,NA,NA,NA
"961",2022,"BEST PICTURE","Drive My Car","False",NA,NA,NA,NA,NA,NA,NA
"1686",2022,"INTERNATIONAL FEATURE FILM","The Worst Person in the World","False",2021,"Comedy","Drama","Romance",7.8,NA,"128"
"2461",2022,"INTERNATIONAL FEATURE FILM","Lunana: A Yak in the Classroom","False",2020,"Drama",NA,NA,NA,NA,"109"
"921",2022,"INTERNATIONAL FEATURE FILM","Drive My Car","True",NA,NA,NA,NA,NA,NA,NA
"933",2022,"INTERNATIONAL FEATURE FILM","Flee","False",NA,NA,NA,NA,NA,NA,NA
"942",2022,"INTERNATIONAL FEATURE FILM","The Hand of God","False",NA,NA,NA,NA,NA,NA,NA
"1700",2022,"WRITING","Dune","False",2021,"Action","Adventure","Drama",8,108327830,"155"
"1703",2022,"WRITING","The Power of the Dog","False",2021,"Drama","Romance","Western",6.8,NA,"126"
"1704",2022,"WRITING","Belfast","True",2021,"Biography","Drama",NA,7.3,NA,"98"
"1705",2022,"WRITING","Don't Look Up","False",2021,"Comedy","Drama","Sci-Fi",7.2,NA,"138"
"1706",2022,"WRITING","King Richard","False",2021,"Biography","Drama","Sport",7.5,NA,"144"
"1708",2022,"WRITING","Licorice Pizza","False",2021,"Comedy","Drama","Romance",7.2,NA,"133"
"1709",2022,"WRITING","The Worst Person in the World","False",2021,"Comedy","Drama","Romance",7.8,NA,"128"
"972",2022,"WRITING","CODA","True",NA,NA,NA,NA,NA,NA,NA
"981",2022,"WRITING","Drive My Car","False",NA,NA,NA,NA,NA,NA,NA
"992",2022,"WRITING","The Lost Daughter","False",NA,NA,NA,NA,NA,NA,NA
"1710",2023,"ANIMATED FEATURE FILM","Guillermo del Toro's Pinocchio","True",2022,"Animation","Drama","Family",7.6,NA,"117"
"1713",2023,"ANIMATED FEATURE FILM","Marcel the Shell with Shoes On","False",2021,"Animation","Comedy","Drama",7.7,5792525,"90"
"1714",2023,"ANIMATED FEATURE FILM","Marcel the Shell with Shoes On","False",2021,"Animation","Comedy","Drama",7.8,5792525,"90"
"1716",2023,"ANIMATED FEATURE FILM","Puss in Boots: The Last Wish","False",2022,"Animation","Adventure","Comedy",7.9,NA,"102"
"1717",2023,"ANIMATED FEATURE FILM","Puss in Boots: The Last Wish","False",2022,"Animation","Adventure","Comedy",7.9,168464485,"102"
"1722",2023,"ANIMATED FEATURE FILM","The Sea Beast","False",2022,"Animation","Adventure","Comedy",7.1,NA,"115"
"1723",2023,"ANIMATED FEATURE FILM","The Sea Beast","False",2022,"Animation","Adventure","Comedy",7,NA,"115"
"1726",2023,"ANIMATED FEATURE FILM","Turning Red","False",2022,"Animation","Adventure","Comedy",7,NA,"100"
"1735",2023,"BEST PICTURE","All Quiet on the Western Front","False",2022,"Action","Drama","War",7.8,NA,"148"
"1737",2023,"BEST PICTURE","Avatar: The Way of Water","False",2022,"Action","Adventure","Fantasy",7.8,NA,"192"
"1741",2023,"BEST PICTURE","Elvis","False",2022,"Biography","Drama","Music",7.3,151040048,"159"
"1742",2023,"BEST PICTURE","Everything Everywhere All at Once","True",2022,"Action","Adventure","Comedy",8,NA,"139"
"1746",2023,"BEST PICTURE","Top Gun: Maverick","False",2022,"Action","Drama",NA,8.3,NA,"130"
"1031",2023,"BEST PICTURE","The Banshees of Inisherin","False",NA,NA,NA,NA,NA,NA,NA
"1043",2023,"BEST PICTURE","The Fabelmans","False",NA,NA,NA,NA,NA,NA,NA
"1051",2023,"BEST PICTURE","Tár","False",NA,NA,NA,NA,NA,NA,NA
"1064",2023,"BEST PICTURE","Triangle of Sadness","False",NA,NA,NA,NA,NA,NA,NA
"1074",2023,"BEST PICTURE","Women Talking","False",NA,NA,NA,NA,NA,NA,NA
"1730",2023,"INTERNATIONAL FEATURE FILM","All Quiet on the Western Front","True",2022,"Action","Drama","War",7.8,NA,"148"
"1732",2023,"INTERNATIONAL FEATURE FILM","Argentina, 1985","False",2022,"Biography","Crime","Drama",7.6,NA,"140"
"1001",2023,"INTERNATIONAL FEATURE FILM","Close","False",NA,NA,NA,NA,NA,NA,NA
"10110",2023,"INTERNATIONAL FEATURE FILM","EO","False",NA,NA,NA,NA,NA,NA,NA
"1022",2023,"INTERNATIONAL FEATURE FILM","The Quiet Girl","False",NA,NA,NA,NA,NA,NA,NA
"1747",2023,"WRITING","All Quiet on the Western Front","False",2022,"Action","Drama","War",7.8,NA,"148"
"1749",2023,"WRITING","Top Gun: Maverick","False",2022,"Action","Drama",NA,8.3,NA,"130"
"1750",2023,"WRITING","Everything Everywhere All at Once","True",2022,"Action","Adventure","Comedy",8,NA,"139"
"1084",2023,"WRITING","Glass Onion: A Knives Out Mystery","False",NA,NA,NA,NA,NA,NA,NA
"1094",2023,"WRITING","Living","False",NA,NA,NA,NA,NA,NA,NA
"1108",2023,"WRITING","Women Talking","True",NA,NA,NA,NA,NA,NA,NA
"1115",2023,"WRITING","The Banshees of Inisherin","False",NA,NA,NA,NA,NA,NA,NA
"1122",2023,"WRITING","The Fabelmans","False",NA,NA,NA,NA,NA,NA,NA
"1133",2023,"WRITING","Tár","False",NA,NA,NA,NA,NA,NA,NA
"1141",2023,"WRITING","Triangle of Sadness","False",NA,NA,NA,NA,NA,NA,NA
