DATAFLOW,LAST UPDATE,freq,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2020,24.52,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2021,26.93,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2022,29.85,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2011,7.22,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2012,9.95,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2013,9.85,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2014,20.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2015,19.10,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2016,16.57,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2017,15.84,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2018,25.57,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2019,22.74,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2020,33.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2021,38.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG33,2022,43.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2011,3.93,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2012,5.36,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2013,9.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2014,10.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2015,13.18,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2016,13.65,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2017,14.75,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2018,18.20,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2019,21.91,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2020,26.00,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2021,25.58,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG34,2022,31.87,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2011,10.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2012,14.56,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2013,18.91,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2014,21.18,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2015,25.48,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2016,20.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2017,21.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2018,24.26,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2019,24.27,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2020,39.17,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2021,38.11,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG41,2022,51.81,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2011,3.20,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2012,6.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2013,9.11,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2014,12.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2015,15.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2016,14.29,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2017,14.84,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2018,15.92,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2019,19.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2020,25.78,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2021,30.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG42,2022,34.21,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH01,2014,65.09,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH01,2017,73.94,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH01,2019,77.27,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH01,2021,79.11,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH02,2014,63.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH02,2017,78.73,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH02,2019,78.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH02,2021,84.28,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH03,2014,69.36,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH03,2017,79.12,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH03,2019,84.08,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH03,2021,83.71,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH04,2014,73.61,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH04,2017,79.94,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH04,2019,86.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH04,2021,84.67,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH05,2014,65.62,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH05,2017,77.88,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH05,2019,77.62,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH05,2021,83.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH06,2014,72.67,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH06,2017,74.72,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH06,2019,79.42,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH06,2021,82.29,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH07,2014,58.51,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH07,2017,66.40,b
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH07,2019,76.28,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CH07,2021,75.28,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2011,20.96,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2012,21.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2013,24.66,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2014,26.90,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2015,23.26,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2016,29.12,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2017,31.91,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2018,32.25,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2019,38.63,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2020,47.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2021,54.01,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CY00,2022,50.06,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2011,34.52,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2012,36.55,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2013,41.55,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2014,45.01,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2015,49.72,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2016,47.47,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2017,66.22,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2018,66.28,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2019,75.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2020,88.23,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2021,83.87,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ01,2022,90.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2011,32.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2012,35.58,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2013,42.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2014,49.64,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2015,46.44,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2016,51.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2017,57.24,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2018,57.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2019,66.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2020,69.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2021,70.48,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ02,2022,72.56,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2011,26.93,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2012,30.12,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2013,34.36,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2014,43.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2015,47.91,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2016,50.84,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2017,57.71,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2018,56.02,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2019,61.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2020,69.43,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2021,73.98,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ03,2022,76.97,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2011,29.60,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2012,26.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2013,26.76,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2014,37.05,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2015,36.45,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2016,40.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2017,47.38,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2018,51.83,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2019,53.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2020,64.50,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2021,70.29,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ04,2022,72.45,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2011,31.40,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2012,35.37,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2013,39.63,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2014,41.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2015,45.89,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2016,48.54,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2017,54.14,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2018,60.57,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2019,63.31,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2020,68.95,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2021,72.68,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ05,2022,72.36,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2011,25.84,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2012,34.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2013,35.91,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2014,44.11,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2015,48.75,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2016,46.82,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2017,55.49,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2018,60.78,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2019,67.29,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2020,71.81,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2021,79.94,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ06,2022,78.09,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2011,28.41,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2012,33.08,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2013,37.12,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2014,39.63,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2015,44.16,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2016,45.76,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2017,51.25,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2018,54.53,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2019,63.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2020,69.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2021,75.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ07,2022,73.40,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2011,33.16,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2012,29.47,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2013,31.93,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2014,38.17,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2015,41.00,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2016,46.87,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2017,54.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2018,59.14,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2019,59.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2020,73.02,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2021,76.41,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,CZ08,2022,80.95,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2011,72.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2012,78.10,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2013,83.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2014,83.64,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2015,81.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2016,84.24,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2017,83.64,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2018,87.03,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2019,85.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2020,90.51,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2021,92.37,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK01,2022,91.31,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2011,68.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2012,70.21,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2013,74.00,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2014,76.06,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2015,76.08,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2016,78.94,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2017,76.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2018,82.40,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2019,82.73,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2020,87.95,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2021,90.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK02,2022,87.87,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2011,65.98,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2012,70.57,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2013,72.70,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2014,72.51,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2015,78.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2016,78.62,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2017,80.50,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2018,82.98,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2019,82.65,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2020,89.00,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2021,89.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK03,2022,86.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2011,72.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2012,74.71,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2013,78.22,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2014,77.42,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2015,79.68,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2016,83.02,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2017,79.09,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2018,83.74,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2019,84.54,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2020,89.56,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2021,90.84,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK04,2022,87.46,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2011,67.73,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2012,67.70,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2013,72.79,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2014,73.93,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2015,72.66,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2016,79.41,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2017,75.88,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2018,83.38,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2019,83.40,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2020,87.67,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2021,89.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,DK05,2022,85.71,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,EE00,2011,20.43,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,EE00,2012,23.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,EE00,2013,23.20,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,EE00,2014,48.56,b
