DATAFLOW,LAST UPDATE,freq,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2012,46.48,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2013,48.05,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2014,51.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2016,52.43,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2017,58.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2018,54.67,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2019,58.01,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2020,61.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2021,59.65,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT21,2022,62.74,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2011,39.52,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2012,47.79,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2013,53.94,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2014,50.92,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2016,56.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2017,59.71,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2018,61.24,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2019,60.79,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2020,63.49,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2021,59.79,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT22,2022,60.74,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2011,43.45,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2012,49.88,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2013,53.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2014,52.56,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2016,58.75,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2017,63.04,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2018,56.82,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2019,66.21,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2020,65.10,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2021,60.53,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT31,2022,65.91,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2011,41.50,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2012,50.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2013,55.45,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2014,55.17,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2016,55.31,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2017,59.43,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2018,62.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2019,57.02,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2020,71.21,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2021,64.11,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT32,2022,67.73,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2011,42.58,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2012,48.03,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2013,54.25,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2014,52.82,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2016,58.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2017,60.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2018,63.01,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2019,65.00,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2020,69.60,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2021,58.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT33,2022,68.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2011,55.67,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2012,57.21,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2013,58.63,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2014,59.85,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2016,60.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2017,64.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2018,60.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2019,62.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2020,67.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2021,59.14,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,AT34,2022,67.53,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2011,43.71,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2012,42.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2013,48.51,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2014,54.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2015,56.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2016,50.76,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2017,51.96,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2018,57.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2019,59.65,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2020,67.60,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2021,74.28,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE10,2022,70.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2011,45.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2012,50.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2013,50.22,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2014,61.49,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2015,57.52,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2016,63.03,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2017,69.20,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2018,63.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2019,69.58,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2020,76.53,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2021,78.51,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE21,2022,82.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2011,42.74,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2012,40.92,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2013,45.84,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2014,56.03,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2015,56.29,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2016,57.70,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2017,62.90,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2018,67.41,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2019,70.98,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2020,75.97,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2021,77.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE22,2022,79.56,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2011,43.57,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2012,48.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2013,54.96,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2014,59.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2015,57.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2016,62.62,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2017,63.27,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2018,65.63,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2019,70.25,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2020,80.81,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2021,79.55,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE23,2022,79.90,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2011,54.24,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2012,53.34,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2013,58.95,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2014,61.53,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2015,66.70,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2016,66.55,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2017,71.27,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2018,71.21,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2019,76.03,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2020,79.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2021,84.29,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE24,2022,77.06,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2011,32.92,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2012,42.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2013,42.43,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2014,52.85,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2015,53.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2016,57.12,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2017,59.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2018,60.42,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2019,67.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2020,70.97,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2021,76.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE25,2022,75.28,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2011,58.04,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2012,56.75,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2013,51.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2014,64.37,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2015,67.74,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2016,57.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2017,68.57,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2018,64.32,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2019,75.62,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2020,80.61,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2021,79.31,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE31,2022,77.48,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2011,39.87,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2012,36.40,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2013,38.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2014,37.94,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2015,46.42,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2016,43.56,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2017,45.82,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2018,49.55,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2019,54.30,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2020,67.79,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2021,64.03,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE32,2022,67.61,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2011,37.73,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2012,38.33,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2013,38.04,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2014,45.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2015,45.06,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2016,51.52,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2017,47.86,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2018,49.06,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2019,56.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2020,61.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2021,68.66,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE33,2022,64.62,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2011,42.04,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2012,43.65,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2013,46.68,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2014,50.77,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2015,53.68,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2016,54.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2017,60.76,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2018,55.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2019,65.34,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2020,65.61,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2021,69.13,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE34,2022,65.63,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2011,49.15,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2012,47.45,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2013,46.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2014,51.82,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2015,49.88,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2016,54.80,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2017,54.48,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2018,58.10,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2019,67.52,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2020,64.99,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2021,69.93,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BE35,2022,71.85,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2011,4.39,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2012,6.24,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2013,9.64,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2014,17.35,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2015,13.83,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2016,16.95,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2017,19.07,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2018,20.73,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2019,25.44,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2020,27.19,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2021,33.00,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG31,2022,38.94,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2011,7.69,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2012,6.82,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2013,8.85,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2014,15.08,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2015,16.08,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2016,14.60,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2017,17.02,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2018,17.59,
ESTAT:TGS00052(1.0),07/03/23 11:00:00,A,I_BLT12,PC_IND,BG32,2019,14.49,
