id,name,followers,genres,popularity,realted_artists_id
7pNiMEtDqpk32Vq7FJF4ne,Kaczor BRS,38161,polish alternative rap; rap uliczny,31,3kLH6xiJVhBa6JOqS3x7RS; 7jrtLe4eVfWhYWZn5vsopg; 2JPfhjtR4ZrfpcFgEszZmg; 1s4U0KH826DemEVZgc4Iuu; 496pM4hEOqlmH2QwgZeaCv; 6rGHo9S7M8xeDweLTTcp0t; 3JLUyefh2s9ejtSn2NnuT0; 4MWaEDeSOSB88MQRNrs5z0; 7lUV95o5A3yF0PUD6ZNuBY; 4pNeWe90BOUN1Jke5EmN8h; 2NvKIRV2TOUOsBEfd7d75T; 4vANIRmGaClLxlTLd1rr1R; 5hqRsNHDZH1jHzI9LgxFRZ; 5zGmfucY4y53SMOp3lAzW9; 6b0zhKR2SEvi6k02qTqT1f; 154gEtTzxNmTejxVRKOF3n; 5iM4dDbBN6a4OqxKPuxgS6; 78Rgi3QpIvPGecr69F0D64; 22fsFgHxIXsLr8LteWn6cP; 2IHoZ3RrDJIikMRsYgHjhy
5iM4dDbBN6a4OqxKPuxgS6,Major SPZ,142600,polish alternative rap; polish hip hop; rap uliczny,52,5NmRijhUHZnaADekOLcOyl; 1s4U0KH826DemEVZgc4Iuu; 070tdNOiP3pIsGlqNfVkG3; 22fsFgHxIXsLr8LteWn6cP; 6b0zhKR2SEvi6k02qTqT1f; 7jrtLe4eVfWhYWZn5vsopg; 2JPfhjtR4ZrfpcFgEszZmg; 4vANIRmGaClLxlTLd1rr1R; 3JLUyefh2s9ejtSn2NnuT0; 7pNiMEtDqpk32Vq7FJF4ne; 3cV0KekN04cOFWKydK4hcH; 2GzZAv52VCMdVli7QzkteT; 3eXp28Gf4fOTq0HH1wK2ul; 78Rgi3QpIvPGecr69F0D64; 6FPVb2p8k4LiX5VnOcnGWq; 1sUtQyqYAxG0JBYX1GSxxU; 5Satj77nMnZ5GfN982U7I9; 3bSbo5ZCbrTle7S2q8nqf8; 7jr5OpV6K3nyqwKbbwcYR3; 7cTPJygRpiS97VLycl2e6k
1s4U0KH826DemEVZgc4Iuu,Ma³ach,105407,polish alternative rap; polish hip hop; rap uliczny,49,7jrtLe4eVfWhYWZn5vsopg; 3JLUyefh2s9ejtSn2NnuT0; 6rGHo9S7M8xeDweLTTcp0t; 7jr5OpV6K3nyqwKbbwcYR3; 6b0zhKR2SEvi6k02qTqT1f; 7pNiMEtDqpk32Vq7FJF4ne; 22fsFgHxIXsLr8LteWn6cP; 5iM4dDbBN6a4OqxKPuxgS6; 3kLH6xiJVhBa6JOqS3x7RS; 78Rgi3QpIvPGecr69F0D64; 3cV0KekN04cOFWKydK4hcH; 5K5oJ8X8BLDAF1PVCRBaYq; 01MCHiju6zIoKbw6DexfSn; 5hqRsNHDZH1jHzI9LgxFRZ; 0xVBX4GFwLIjvIb5sQXwY3; 1sUtQyqYAxG0JBYX1GSxxU; 5qeq8REEH84JmnUZh9U9P3; 4vANIRmGaClLxlTLd1rr1R; 5ZoVDOQ7QxFSqawoJdb6nL; 496pM4hEOqlmH2QwgZeaCv
1PKW5LFWjU0jJGK2dYS1IE,Mi³y ATZ,15758,polish alternative rap; polish hip hop,53,3p0LOYBCPXEphVaas2eYvL; 2sklN95nQCwgpfPikUHPjP; 6f3oixxZSgRKOW2CSqOFqM; 6hZYddpRlNr42XnhZwcbgb; 1OPnm7ONZMMd1qCgNjeCHR; 0Qo6PIs38oznVHFxs9WU0N; 6KIclEOBHyv3VbKqZ0P76W; 44DhQwS0q8zcGIgS8csnid; 5Ucwb48hBmaTemwO30vVXa; 4DPKaCdOxbY9lMtsjdQA4I; 1nwcBZHeNpgC6OnXGl3wEz; 1cEKae6J83197V4jUz0GSJ; 7asAvALnQz42AEYavWUZUV; 7MrwoR2YBOQzkmstzIwLAg; 0NRJ3fz8s0ghIVciOUvnfm; 2LKaqGRWCLeV1kksxNso8p; 2PlWtRtsOofohkow3Ht1Co; 2FBmYj55zZwng9GlsCCn9j; 4zO6WqG8mu49ek0ZDIptTk; 3cV0KekN04cOFWKydK4hcH
39jvj6MedGfhXiqjMvJcKd,Jeden,6333,polish trap,30,496pM4hEOqlmH2QwgZeaCv; 5BrkebliJMRAGRPg8NRDGi; 3kLH6xiJVhBa6JOqS3x7RS; 5hqRsNHDZH1jHzI9LgxFRZ; 63T5JMeXfAbq86Iz1KDFrq; 4xvKGBtbK6gjvj6PIs5lrN; 3eXp28Gf4fOTq0HH1wK2ul; 3B6UKFIsDwnJUKlJp7qQyU; 2JPfhjtR4ZrfpcFgEszZmg; 1fPqXPhjO3BMuBSTByVHkp; 6b0zhKR2SEvi6k02qTqT1f; 5QsnsUPrCg5jayl0VDy3lp; 5zGmfucY4y53SMOp3lAzW9; 7adgheUEf2iOUaJaz0o1YI; 2R4HYkL8CY8dRGWfquFAE2; 3WBMtdfUovcHV8yXkTHkQx; 5FXwn9SAsRm9sM1ypJbHWp; 3psY5t0OdKSjEJZ1Iia3SA; 2pIDNtjZleuv9pOfE52iga; 098RsUTij7grC7evZUhWwA
0IJRqpqaU3Ky7Ke79eOL2O,indahouse,2937,polish alternative rap,28,1alHoDKed9iaWKNqiytBaF; 496pM4hEOqlmH2QwgZeaCv; 1JLV87mQ3CEVuZhzWB0Mbg; 3psY5t0OdKSjEJZ1Iia3SA; 5waNBNI8sqzmTL1zX4igjN; 7K5kvGPh9LzZMbOHhnJtZs; 6Nlyt1MUEBe1jN0h7F4hn0; 5z1YHCuxNRI032XvXDuKD2; 098RsUTij7grC7evZUhWwA; 20F0KsRpXFNbN6Vhw5tJoi; 6KwSnGuV9Dq7GTF0WYZPJj; 4NPe0Vet0nKnc45X1tQVkU; 5Satj77nMnZ5GfN982U7I9; 39jvj6MedGfhXiqjMvJcKd; 7e6iH8brpvXHIcxlK8WHZK; 7FDwiOuyVrzNcNghR2oLQd; 1Z3kzUAf9pxpJLpzFgKXOp; 03rREATXGWcD2CfG3OXDZY; 1Zp8sEw6GL2UYZAsBx45C2; 5BrkebliJMRAGRPg8NRDGi
1alHoDKed9iaWKNqiytBaF,OsaKa,6329,polish hip hop,52,0IJRqpqaU3Ky7Ke79eOL2O; 496pM4hEOqlmH2QwgZeaCv; 20F0KsRpXFNbN6Vhw5tJoi; 6dLmkDJ0rahtzUgcpUyxGQ; 39jvj6MedGfhXiqjMvJcKd; 03rREATXGWcD2CfG3OXDZY; 6KwSnGuV9Dq7GTF0WYZPJj; 1w0sW3ihlnW5ijsEouJ5eB; 7e6iH8brpvXHIcxlK8WHZK; 5waNBNI8sqzmTL1zX4igjN; 2zioaq2d7svakjWZV5FDXm; 0EPzUAW8kwuPedmmVP6n9S; 6Nlyt1MUEBe1jN0h7F4hn0; 3psY5t0OdKSjEJZ1Iia3SA; 49lQtOKR5qR5Td63sbZUN5; 2h60mpvHNWbSl8GMwgNCsd; 2VpxjHYo2ULDggRZs5gbrG; 5z1YHCuxNRI032XvXDuKD2; 5BrkebliJMRAGRPg8NRDGi; 7K5kvGPh9LzZMbOHhnJtZs
6KwSnGuV9Dq7GTF0WYZPJj,Feno,9373,polish alternative rap; polish hip hop,46,1w0sW3ihlnW5ijsEouJ5eB; 2CqiZ7iEfNryfXVocFwGnh; 20F0KsRpXFNbN6Vhw5tJoi; 7K5kvGPh9LzZMbOHhnJtZs; 7e6iH8brpvXHIcxlK8WHZK; 2hS1vuDY0SccMXUeiZJeZd; 49lQtOKR5qR5Td63sbZUN5; 496pM4hEOqlmH2QwgZeaCv; 2VpxjHYo2ULDggRZs5gbrG; 0EPzUAW8kwuPedmmVP6n9S; 03rREATXGWcD2CfG3OXDZY; 2EuxycvT7R4nOhdAt3OoyM; 2h60mpvHNWbSl8GMwgNCsd; 0IJRqpqaU3Ky7Ke79eOL2O; 1Zp8sEw6GL2UYZAsBx45C2; 4NPe0Vet0nKnc45X1tQVkU; 5waNBNI8sqzmTL1zX4igjN; 5z1YHCuxNRI032XvXDuKD2; 2E2h76dKcZsiyHgrQqEeyL; 2RRsLdnDSMwsUhvJFdAyes
6YFFJXCSmDv4SJEi0JSp2S,Matheo,8465,polish hip hop,49,7rRsXnU1mpJwuBNMwH0Tsn; 38iqZSGa2pvToKrMISU8g1; 462yq5vpZnO172v3nK9ibv; 3OFZwEYEAKMEmUheZ8TKso; 5Q5WdRs96HgbxdVIfhHqt2; 0kvWmRCN4FQ1g8BLWVapv9; 6Hf4rmzz9xnmrAEHS7zpY4; 43W5yd3xhaLcfl2uhd6NOo; 5F4kzxLTvnEhhxRhvUHW6o; 5P6XNi1r4QRmhacZ14sGw4; 7kaEEK2cQh07aEfEEBd4Hn; 03FgbE2vKKVEFBFHi8IfJG; 4NtiLs5NpjgZDHNBEMbjKz; 3JeiPezS6s99ewTUkT5Ghs; 4x2dSjOKPB7f2S5moqNGtV; 3TdTIJZRSl7qY55bs6jxms; 5G2bin17kewcOvJbA5MHWx; 5xT1vs5QIozPsaUdUC5UjC; 0mGMdkeDynbGXSVd0PY8Oq; 3LuYfF9A3UhXY4xqQkXjJ7
63T5JMeXfAbq86Iz1KDFrq,Emes Milligan,20551,polish alternative rap,30,5hqRsNHDZH1jHzI9LgxFRZ; 3eXp28Gf4fOTq0HH1wK2ul; 1fPqXPhjO3BMuBSTByVHkp; 6b0zhKR2SEvi6k02qTqT1f; 5zGmfucY4y53SMOp3lAzW9; 5BrkebliJMRAGRPg8NRDGi; 3WBMtdfUovcHV8yXkTHkQx; 4xvKGBtbK6gjvj6PIs5lrN; 496pM4hEOqlmH2QwgZeaCv; 0kh9Gvy9lGZsq84x7I37DC; 7adgheUEf2iOUaJaz0o1YI; 2JPfhjtR4ZrfpcFgEszZmg; 3B6UKFIsDwnJUKlJp7qQyU; 39jvj6MedGfhXiqjMvJcKd; 1s4U0KH826DemEVZgc4Iuu; 7tjIbRJHAb3mLgPB9UUufh; 3gm9b6AeMf2eGQTLashkDt; 6dLmkDJ0rahtzUgcpUyxGQ; 26Ktd7rAZCQH0PyQlVWsY0; 3InaEScwvejYbLu7ovMuEX
6qd8lEX85wvX9Jalbt22wd,Nullizmatyk,7524,polish alternative rap; polish hip hop,38,5jGlXwgsjYc14VtxUowFn1; 5e7Ep4YGGOLcZ9F781mOZt; 2fpZqYlKXdf4A7AFZbbji9; 7oh7mTYzawdNRu5kz6D8Ha; 0mGMdkeDynbGXSVd0PY8Oq; 2DoJIKB2QiJffsp3EeKoFS; 5ZoVDOQ7QxFSqawoJdb6nL; 4x2dSjOKPB7f2S5moqNGtV; 5hqRsNHDZH1jHzI9LgxFRZ; 7vC5i1QAL06OHGJ50IXaUl; 5vhkKKR0gJtJqeQVY3fE8A; 4PpHZwqxdYMMnLkYJ83vUJ; 7rRsXnU1mpJwuBNMwH0Tsn; 7K5kvGPh9LzZMbOHhnJtZs; 51ZRGjjJPnTZrHuMKSHSIZ; 3TdTIJZRSl7qY55bs6jxms; 3LuYfF9A3UhXY4xqQkXjJ7; 2kJ63OVxHAPMMu0AfKa22d; 3InaEScwvejYbLu7ovMuEX; 7tjIbRJHAb3mLgPB9UUufh
7K5kvGPh9LzZMbOHhnJtZs,Radzias,2224,polish alternative rap,42,3psY5t0OdKSjEJZ1Iia3SA; 49lQtOKR5qR5Td63sbZUN5; 7DbsvVYargmB6XoeQDmTHU; 4NPe0Vet0nKnc45X1tQVkU; 20F0KsRpXFNbN6Vhw5tJoi; 3A5WAEfurSDxZ5c9hp5CK2; 6KwSnGuV9Dq7GTF0WYZPJj; 7MLltpVhBM6NVCGPbyVMu3; 7LwcltdU3zse45PYaNR29i; 39jvj6MedGfhXiqjMvJcKd; 1Zp8sEw6GL2UYZAsBx45C2; 01PeQzlOZtadLBC9v9uHVR; 2maHIZw1sOKH5wihFKq7Mx; 5qi3aTonrqAZjYw1D6X5Pu; 1E7LpsS1t2p1jlAvco4i15; 6WCAYTuBjM9uP5ztI2xgMo; 6Nlyt1MUEBe1jN0h7F4hn0; 2vWkdTl7QnQY3hYjdxx8oc; 2EuxycvT7R4nOhdAt3OoyM; 1JLV87mQ3CEVuZhzWB0Mbg
4xvKGBtbK6gjvj6PIs5lrN,M³odszy Joe,13879,smutny rap,22,5BrkebliJMRAGRPg8NRDGi; 496pM4hEOqlmH2QwgZeaCv; 3B6UKFIsDwnJUKlJp7qQyU; 5hqRsNHDZH1jHzI9LgxFRZ; 63T5JMeXfAbq86Iz1KDFrq; 3eXp28Gf4fOTq0HH1wK2ul; 5zGmfucY4y53SMOp3lAzW9; 39jvj6MedGfhXiqjMvJcKd; 7afPAbg5jb45KFUSnHIMFG; 4VB8OkQQg6yU8nN1hJTbP1; 0gOwRicMmlIZsHeAMXRhFS; 0NTbhFUqubMQFKG6UPTxcb; 3gm9b6AeMf2eGQTLashkDt; 6dLmkDJ0rahtzUgcpUyxGQ; 1hURvAcBUpK3v2vxkkdrWw; 5mufBhOA5JhyLcRr3bPYpA; 7H1Oxs7cJMX3voAnPTJK2Q; 20F0KsRpXFNbN6Vhw5tJoi; 2h3G0Qhu1g1XiG10wOOFQu; 0EPzUAW8kwuPedmmVP6n9S
6dLmkDJ0rahtzUgcpUyxGQ,VBS,10898,polish alternative rap; polish trap,37,5BrkebliJMRAGRPg8NRDGi; 496pM4hEOqlmH2QwgZeaCv; 3eXp28Gf4fOTq0HH1wK2ul; 5hqRsNHDZH1jHzI9LgxFRZ; 63T5JMeXfAbq86Iz1KDFrq; 3WBMtdfUovcHV8yXkTHkQx; 7K5kvGPh9LzZMbOHhnJtZs; 39jvj6MedGfhXiqjMvJcKd; 20F0KsRpXFNbN6Vhw5tJoi; 0kh9Gvy9lGZsq84x7I37DC; 2zioaq2d7svakjWZV5FDXm; 1w0sW3ihlnW5ijsEouJ5eB; 1alHoDKed9iaWKNqiytBaF; 0EPzUAW8kwuPedmmVP6n9S; 2RRsLdnDSMwsUhvJFdAyes; 4xvKGBtbK6gjvj6PIs5lrN; 03rREATXGWcD2CfG3OXDZY; 49lQtOKR5qR5Td63sbZUN5; 6KwSnGuV9Dq7GTF0WYZPJj; 0IJRqpqaU3Ky7Ke79eOL2O
4VB8OkQQg6yU8nN1hJTbP1,Pazzy,2436,,35,1ijm7N3wGParQxF3qzI0d5; 2wizfJqxRSGsG3cPY0bMGj; 1bOTP9P3CS97UwhBm2WekK; 4fLXII05TSSsKMRudaFhMr; 2xfueKLrjIZ7z2lvwjJMHE; 5vd5bcqLmwJKYag1wil888; 1gKJ2yZcWxdFxAup2iNZ39; 2J293JoMc7lvcm6LYkIQnW; 79F8bMSKKnd31KR5rQMABc; 4hoQxNaXyp8gVSynuqDQOt; 3iXrMGww8ozzbsPVkoysgG; 4sgXEB2XRZEuRlwC3iPAyo; 3g2RydBhVU1vFncsTDRHYn; 4QXo5C5MyU5monLYHsJOG9; 0Sn2TwxRAEgId9V5R3TdD0; 3uKUlNVPtMlewEQWCR0vJI; 5NmT0vCJMtAXfAHuHCtP2x; 2D8oQzi2Q9HRIjo3bLyDC2; 3xLiWZ3znvRdfD3Xv3bjIt; 4kIRYVMcgUBEBaqdA0nLWX
5NmRijhUHZnaADekOLcOyl,Avi,150433,polish hip hop; polish trap,67,5iM4dDbBN6a4OqxKPuxgS6; 7jrtLe4eVfWhYWZn5vsopg; 1s4U0KH826DemEVZgc4Iuu; 5hqRsNHDZH1jHzI9LgxFRZ; 0kh9Gvy9lGZsq84x7I37DC; 3B6UKFIsDwnJUKlJp7qQyU; 2IHoZ3RrDJIikMRsYgHjhy; 7jr5OpV6K3nyqwKbbwcYR3; 7rRsXnU1mpJwuBNMwH0Tsn; 5k96hVqrpJoo0zmlVggVzv; 496pM4hEOqlmH2QwgZeaCv; 2GzZAv52VCMdVli7QzkteT; 6vwNLXmeIyQ2fE2fguHjxU; 0bnklE4AY6Jf8Y3gfDSli4; 39lKxb2ZHaygwUTthI92SS; 5Q5WdRs96HgbxdVIfhHqt2; 070tdNOiP3pIsGlqNfVkG3; 2HbB4FfGWI8U5NsLgUZ5ao; 3gm9b6AeMf2eGQTLashkDt; 1dkyORGHN0TOmjzu5qCO45
57pfM207v6fhVwHXErBMxx,Berson,11643,polish alternative rap; polish hip hop; rap uliczny,43,1gy83FHMv1GVuqYu3sxYxY; 0NRJ3fz8s0ghIVciOUvnfm; 25s2Sk6d3WP7G0ByfPTZRU; 2aejlUq5cbrn146rNYrWLi; 0H2xg4v0xoHjwiRJpLPcsK; 6b0zhKR2SEvi6k02qTqT1f; 0YRgq5akMW90XZJpdvk8DG; 3bSbo5ZCbrTle7S2q8nqf8; 5Satj77nMnZ5GfN982U7I9; 1tWY5EJcOod5ZhW3Lwg9D3; 3ZjcpbjZ3ATAN2Hd4dRVyc; 0GipFkNANMIWjCVTchgErV; 7cTPJygRpiS97VLycl2e6k; 2lSeKGsCWN1QtTg6YYPknl; 7hJpyuLhmpawafcRfxUnlT; 1nwcBZHeNpgC6OnXGl3wEz; 0fK8tIJvuUipbExfySWTVb; 2HbB4FfGWI8U5NsLgUZ5ao; 5iM4dDbBN6a4OqxKPuxgS6; 28sAoA15FJGXV5mkkEvNnb
6FPVb2p8k4LiX5VnOcnGWq,Rogal DDL,68314,polish alternative rap; polish hip hop; rap uliczny,48,2GzZAv52VCMdVli7QzkteT; 070tdNOiP3pIsGlqNfVkG3; 6duZcnErFKn6m2kGyCAVhY; 0Qo6PIs38oznVHFxs9WU0N; 0awWNjR5qmSZsQVFAo2NsR; 40jfFExOeNfuCWdGsr0stM; 5Q5WdRs96HgbxdVIfhHqt2; 2E2h76dKcZsiyHgrQqEeyL; 5iM4dDbBN6a4OqxKPuxgS6; 2aejlUq5cbrn146rNYrWLi; 5xT1vs5QIozPsaUdUC5UjC; 1s4U0KH826DemEVZgc4Iuu; 3cV0KekN04cOFWKydK4hcH; 1sUtQyqYAxG0JBYX1GSxxU; 7pNiMEtDqpk32Vq7FJF4ne; 2FBmYj55zZwng9GlsCCn9j; 0wm6v5GU6VbR1wtsm0YiTV; 5mufBhOA5JhyLcRr3bPYpA; 3sClSTI7akzD5ndUSCRGuN; 03FgbE2vKKVEFBFHi8IfJG
070tdNOiP3pIsGlqNfVkG3,Bonus RPK,138503,polish alternative rap; polish hip hop; rap motywacja,49,6FPVb2p8k4LiX5VnOcnGWq; 2GzZAv52VCMdVli7QzkteT; 22fsFgHxIXsLr8LteWn6cP; 0awWNjR5qmSZsQVFAo2NsR; 01MCHiju6zIoKbw6DexfSn; 40jfFExOeNfuCWdGsr0stM; 5iM4dDbBN6a4OqxKPuxgS6; 2DoJIKB2QiJffsp3EeKoFS; 5xT1vs5QIozPsaUdUC5UjC; 5Q5WdRs96HgbxdVIfhHqt2; 03FgbE2vKKVEFBFHi8IfJG; 1sUtQyqYAxG0JBYX1GSxxU; 6duZcnErFKn6m2kGyCAVhY; 3DEjzdWfk27m48CqZhSzFm; 4NtiLs5NpjgZDHNBEMbjKz; 5G2bin17kewcOvJbA5MHWx; 681fO0XlX51KMx0diyheyn; 2aejlUq5cbrn146rNYrWLi; 2E2h76dKcZsiyHgrQqEeyL; 5IQZA1dxUd3Qv73mHNln59
1gy83FHMv1GVuqYu3sxYxY,Frosti,16210,polish alternative rap,46,57pfM207v6fhVwHXErBMxx; 25s2Sk6d3WP7G0ByfPTZRU; 0NRJ3fz8s0ghIVciOUvnfm; 6b0zhKR2SEvi6k02qTqT1f; 0H2xg4v0xoHjwiRJpLPcsK; 3bSbo5ZCbrTle7S2q8nqf8; 2aejlUq5cbrn146rNYrWLi; 2J293JoMc7lvcm6LYkIQnW; 0YRgq5akMW90XZJpdvk8DG; 3xLiWZ3znvRdfD3Xv3bjIt; 2lSeKGsCWN1QtTg6YYPknl; 0TuA7E5H4nlEtWvpXSr7uv; 1tWY5EJcOod5ZhW3Lwg9D3; 3iXrMGww8ozzbsPVkoysgG; 5mufBhOA5JhyLcRr3bPYpA; 1Gygg1P8PrFbLLOvBBcEqp; 2HbB4FfGWI8U5NsLgUZ5ao; 0GipFkNANMIWjCVTchgErV; 2xfueKLrjIZ7z2lvwjJMHE; 5z1YHCuxNRI032XvXDuKD2
3bSbo5ZCbrTle7S2q8nqf8,Kazior,18986,rap uliczny,56,0GipFkNANMIWjCVTchgErV; 6e9g5wwpiNgyJuRsxFUD2b; 09yDJTGFIvWYKdU6apskTP; 7cTPJygRpiS97VLycl2e6k; 0fK8tIJvuUipbExfySWTVb; 28sAoA15FJGXV5mkkEvNnb; 7hJpyuLhmpawafcRfxUnlT; 0YRgq5akMW90XZJpdvk8DG; 3ZjcpbjZ3ATAN2Hd4dRVyc; 1wHtJ4RjmUGG44MbNDwQ2X; 57pfM207v6fhVwHXErBMxx; 1N9pGefSZ2ts71seSvhltA; 5iM4dDbBN6a4OqxKPuxgS6; 1gy83FHMv1GVuqYu3sxYxY; 2HbB4FfGWI8U5NsLgUZ5ao; 2JPfhjtR4ZrfpcFgEszZmg; 5mk5cvluGcQc8liUhNc8nO; 2aejlUq5cbrn146rNYrWLi; 4RoVw3AbSvjr1KFpzjBZgA; 1rxmL4ObCX1wvchHo8aSAx
0NRJ3fz8s0ghIVciOUvnfm,HA£ASTRA,10245,polish alternative rap,60,57pfM207v6fhVwHXErBMxx; 0H2xg4v0xoHjwiRJpLPcsK; 1cEKae6J83197V4jUz0GSJ; 26R9MlehfBKN3lu0tpcNCE; 1nwcBZHeNpgC6OnXGl3wEz; 5mufBhOA5JhyLcRr3bPYpA; 1gy83FHMv1GVuqYu3sxYxY; 1tWY5EJcOod5ZhW3Lwg9D3; 4DPKaCdOxbY9lMtsjdQA4I; 4LKL1GwBmAyj6ol915ujzr; 1PKW5LFWjU0jJGK2dYS1IE; 2PlWtRtsOofohkow3Ht1Co; 1mAoRpDy7J3s5jX96Bm5jF; 2lSeKGsCWN1QtTg6YYPknl; 3cV0KekN04cOFWKydK4hcH; 0Qo6PIs38oznVHFxs9WU0N; 1OPnm7ONZMMd1qCgNjeCHR; 3zCQzAHbiIh0hIGzKd1zn0; 1Rekrd5mODb3KCUUEoOVnc; 2FBmYj55zZwng9GlsCCn9j
2DoJIKB2QiJffsp3EeKoFS,White House,31558,polish alternative rap; polish hip hop; polish old school hip hop,41,2E2h76dKcZsiyHgrQqEeyL; 3JeiPezS6s99ewTUkT5Ghs; 4x2dSjOKPB7f2S5moqNGtV; 5mlPiCqcoz6pDrRj90xbJ2; 6duZcnErFKn6m2kGyCAVhY; 7j5aOztI8AmUmgBIC21wb9; 7tjIbRJHAb3mLgPB9UUufh; 2h2nL9Hk4GQNcFm7fYV5ck; 1mEzI3Y0odWOgugi6lVqDP; 1gvmVN1i1F9MCzRW2ycCYN; 6kXyafTq44C46vNkXBpOT1; 0kvWmRCN4FQ1g8BLWVapv9; 0Qo6PIs38oznVHFxs9WU0N; 2FBmYj55zZwng9GlsCCn9j; 7IJs2eCpPWcUbaFtbZolhR; 5Ucwb48hBmaTemwO30vVXa; 51ZRGjjJPnTZrHuMKSHSIZ; 4XDpJZEtbNEjNPRCQEWFJS; 7wFpB8b5ALTKo9IwK3Y5Tq; 0mGMdkeDynbGXSVd0PY8Oq
4dgxpN9kiGHSffsY2yYcHC,Bbetc,5728,smutny rap,39,3e2jVDFykyoHuNUNQprGus; 5isaGrPQguKuQiahwLdRCL; 7GHhTaZ3jINyOgKMBudphy; 6Inp7oSNou3QtFzmMpLtYt; 2maHIZw1sOKH5wihFKq7Mx; 74p0HdOXjtYHdi4TkMxYSi; 6fQKfQHnpC1YJiNyPsv8dx; 0paVSjPEV6OKlsjUFlDEeq; 3rG3J5AcU8rvY3KbQLMBqa; 1B5FWSRcdZKQ8GwnMJ7kOf; 3xuqk56LLutmaWR941e700; 3SV0wqBUdQoWwC2G6tG0sQ; 27ewX66bidJgiJWN2XxnIU; 3C6JSI7UENw0cflojvLZIu; 5qi3aTonrqAZjYw1D6X5Pu; 4EvjjTGVGVBdrBSi0WfacO; 0SVjNo7GfolIQtAenwEFtj; 2fb90OEFfy1b5DlQwTko7Q; 2Br9Y5YlGgzxLzuGyDCsdv; 7MLltpVhBM6NVCGPbyVMu3
6fQKfQHnpC1YJiNyPsv8dx,margiela,19836,smutny rap,42,3e2jVDFykyoHuNUNQprGus; 5isaGrPQguKuQiahwLdRCL; 3xuqk56LLutmaWR941e700; 4dgxpN9kiGHSffsY2yYcHC; 4EvjjTGVGVBdrBSi0WfacO; 3rG3J5AcU8rvY3KbQLMBqa; 7GHhTaZ3jINyOgKMBudphy; 74p0HdOXjtYHdi4TkMxYSi; 27ewX66bidJgiJWN2XxnIU; 6Inp7oSNou3QtFzmMpLtYt; 2maHIZw1sOKH5wihFKq7Mx; 1JW9Q2DToFLptGpxXNKHWp; 0paVSjPEV6OKlsjUFlDEeq; 4OQ1pwqld1OoAeGLglkrTy; 1WKmwWWtp0Q0rXHKeAYTN2; 6Gh0YoujtVlBjRqHG2i7Pk; 3C6JSI7UENw0cflojvLZIu; 3SV0wqBUdQoWwC2G6tG0sQ; 5qi3aTonrqAZjYw1D6X5Pu; 3I39JEseQs4uuiNeBrHIFh
7GHhTaZ3jINyOgKMBudphy,SzymelaK,777,,31,74p0HdOXjtYHdi4TkMxYSi; 0paVSjPEV6OKlsjUFlDEeq; 5isaGrPQguKuQiahwLdRCL; 6Inp7oSNou3QtFzmMpLtYt; 3SV0wqBUdQoWwC2G6tG0sQ; 1B5FWSRcdZKQ8GwnMJ7kOf; 2Br9Y5YlGgzxLzuGyDCsdv; 3C6JSI7UENw0cflojvLZIu; 2maHIZw1sOKH5wihFKq7Mx; 27ewX66bidJgiJWN2XxnIU; 3e2jVDFykyoHuNUNQprGus; 5OJPSVYuFDHOQM2froYseV; 4uwslFomNOFArXhnRoHutv; 5qi3aTonrqAZjYw1D6X5Pu; 3I39JEseQs4uuiNeBrHIFh; 3xuqk56LLutmaWR941e700; 2lvNYKWZ2viFIww1T7UxRx; 0JdAA5fMsczLwcgGNTD1tG; 2fb90OEFfy1b5DlQwTko7Q; 4dgxpN9kiGHSffsY2yYcHC
1JW9Q2DToFLptGpxXNKHWp,Bryan,16750,smutny rap,43,6Gh0YoujtVlBjRqHG2i7Pk; 1WKmwWWtp0Q0rXHKeAYTN2; 3xuqk56LLutmaWR941e700; 4EvjjTGVGVBdrBSi0WfacO; 27ewX66bidJgiJWN2XxnIU; 6fQKfQHnpC1YJiNyPsv8dx; 74p0HdOXjtYHdi4TkMxYSi; 7GHhTaZ3jINyOgKMBudphy; 5qi3aTonrqAZjYw1D6X5Pu; 3e2jVDFykyoHuNUNQprGus; 5isaGrPQguKuQiahwLdRCL; 3SV0wqBUdQoWwC2G6tG0sQ; 3C6JSI7UENw0cflojvLZIu; 0paVSjPEV6OKlsjUFlDEeq; 3rA602d4lvXBgrT22ixnL2; 2Br9Y5YlGgzxLzuGyDCsdv; 0JdAA5fMsczLwcgGNTD1tG; 3I39JEseQs4uuiNeBrHIFh; 4dgxpN9kiGHSffsY2yYcHC; 18wwZ06v82F7Xtn81ObpfE
